|word|wordcount
0|уполномоченный правам человека|267
1|сообщает риа новости|194
2|судя внешним признакам|157
3|уполномоченный правам ребенка|144
4|передает риа новости|119
5|пресс секретарь регионального|112
6|пресс секретарь президента|111
7|главное управление делами|97
8|состоянии алкогольного опьянения|88
9|прежнему остается сложной|86
10|вице премьер министр|79
11|управление делами президента|76
12|правам ребенка павел|74
13|секретарь регионального центра|74
14|военно транспортный позиции|71
15|белого дома шон|68
16|секретарь белого дома|65
17|пресс секретарь белого|65
18|ребенка павел астахов|64
19|пресс служба регионального|63
20|россии владимир путин|59
21|течение нескольких дней|53
22|контролю оборотом наркотиков|51
23|секретарь президента россии|50
24|главное управление борьбе|49
25|вице премьер потребовал|49
26|стороны украинских властей|49
27|служба регионального управления|47
28|ссылкой неназванные источники|46
29|премьер министр россии|46
30|международного валютного фонда|43
31|вице премьер министра|43
32|военно транспортный самолет|41
33|состоянии сильного алкогольного|40
34|секретарь президента сша|40
35|сильного алкогольного опьянения|40
36|проводится техническим причинам|39
37|вице премьер россии|39
38|находится контролем украинских|38
39|главное управление экономической|38
40|управление экономической безопасности|37
41|военно техническое сотрудничество|36
42|россии владимира путина|36
43|правам человека анб|36
44|правам человека президенте|35
45|проводится проверка спасению|35
46|россии дмитрий песков|35
47|главное управление делам|35
48|человека президенте россии|35
49|инфляция прежнему остается|35
50|остается сложной ситуации|34
51|президента россии дмитрий|33
52|результатам подсчета голосов|32
53|министр россии владимир|32
54|президенте россии правам|31
55|вице премьер украины|30
56|процента общего числа|30
57|высокая цена зависит|29
58|управление делам беженцев|28
59|судя результатам подсчета|28
60|судя миру россии|28
61|россии правам человека|28
62|президента россии владимира|27
63|создает угрозу безопасности|27
64|судя миру приходится|27
65|судя неосторожности смерть|26
66|павел астахов заявил|25
67|уполномоченный президенте россии|24
68|управление борьбе терроризмом|24
69|оружия массового поражения|24
70|прежнему остается тяжелым|24
71|служба контролю оборотом|24
72|делами президента россии|23
73|главное главное управление|23
74|контролем украинских властей|22
75|стороны украинских силовиков|22
76|служба белого дома|22
77|пресс служба белого|22
78|премьер министр финансов|21
79|регионального центра управления|21
80|регионального управления мчс|21
81|уполномоченный внешним признакам|21
82|вице премьер внешним|21
83|юго восточной азии|21
84|премьер министра финансов|21
85|пресс секретарь путина|20
86|является одним самых|20
87|судя миру стороны|20
88|регионального центра мчс|20
89|укрепление рубля происходит|19
90|финансов антон силуанов|19
91|управления экономической безопасности|19
92|главное управление президенте|19
93|секретарь регионального правительства|19
94|главное управление федеральной|18
95|риа новости ссылкой|18
96|температура воздуха прежнему|18
97|уполномоченный таким образом|18
98|секретарь регионального управления|18
99|россии президенте россии|18
100|внешним признакам преступления|18
101|крупных крупных крупных|17
102|партии хиллари клинтон|17
103|главное управление помощи|17
104|главное следственное управление|17
105|вице премьер мок|17
106|наибольшее количество голосов|17
107|дома шон пехоты|17
108|пресс служба контролю|17
109|республиканца дональда трампа|16
110|президенте россии президенте|16
111|главное управление количеству|16
112|избирателей президенте россии|16
113|главное управление мчс|16
114|обеспечить безопасность людей|16
115|торгово промышленной комиссии|15
116|безопасности президенте россии|15
117|средняя продолжительность нахождения|15
118|подсчета голосов избирателей|15
119|поводу ситуации стороны|15
120|судя миру проблем|15
121|находится подпиской невыезде|15
122|демократической партии хиллари|15
123|россии дмитрия медведева|15
124|управление президенте россии|15
125|путина дмитрий песков|14
126|проверка спасению людей|14
127|службы исполнения наказаний|14
128|техническое сотрудничество здоровьем|14
129|воздуха прежнему остается|14
130|развитию гражданского общества|14
131|би би си|14
132|главное управление комментариев|14
133|конфликт двумя странами|14
134|высокая температура воздуха|14
135|дну балтийского моря|14
136|секретарь путина дмитрий|14
137|транспортный позиции миру|13
138|отличие уплаты налогов|13
139|ущерб действий хакеров|13
140|падения курса рубля|13
141|демократической партии регионов|13
142|серьезно серьезно серьезно|13
143|премьер внешним признакам|13
144|россии антон силуанов|13
145|стороны китайских властей|13
146|центра управления делами|13
147|сша хиллари клинтон|13
148|министр финансов антон|13
149|воздушно космических сил|12
150|правам ребенка анб|12
151|россии дмитрий медведев|12
152|правам человека рфс|12
153|взлетно посадочной полосы|12
154|судя миру последние|12
155|внешним признакам находится|12
156|соперник премьер министра|12
157|сша билл клинтон|12
158|россии сообщает риа|12
159|финансов россии антон|12
160|является ключевым фактором|12
161|миру стороны сша|11
162|квадратного метра жилья|11
163|находится состоянии сильного|11
164|укрепление браки происходит|11
165|военно транспортный транспортный|11
166|цена квадратного метра|11
167|федеральной миграционной службы|11
168|популярности среди российских|11
169|грузинской православной церкви|11
170|вице премьер единственная|11
171|итар тасс ссылкой|11
172|получил серьезные последствия|11
173|военно транспортный отдел|11
174|республиканской партии регионов|11
175|премьер министр великобритании|11
176|случаю дня победы|11
177|пресс конференция контролю|11
178|служба чрезвычайным ситуациям|11
179|судя миру употребление|11
180|неназванные источники знакомые|10
181|самых высоких цен|10
182|правам человека интерфакс|10
183|популярности хоккея россии|10
184|комментариев стороны сша|10
185|мире передает риа|10
186|пресс конференция миру|10
187|стоимость квадратного метра|10
188|служба регионального центра|10
189|службы контролю оборотом|10
190|правам человека получил|10
191|регионального центра стратегических|10
192|конференция контролю оборотом|10
193|тасс ссылкой неназванные|10
194|великобритании тони блэр|10
195|ребенка павел дуров|10
196|соперник премьер министр|10
197|серьезно пострадала кризиса|10
198|крупнейших нефтяных компаний|10
199|проводится проверка строительству|10
200|главное управление находится|10
201|самых богатых людей|10
202|явка избирателей президенте|10
203|судя показателю показателю|10
204|главное управление миру|10
205|зависит продажи билетов|10
206|главное отличие терроризма|10
207|промышленной комиссии развитию|10
208|организация таким образом|10
209|премьер министра россии|10
210|кредитная организация таким|10
211|имеют право выбора|10
212|пожары приступили взрыву|10
213|получил серьезные ранения|10
214|делам вооруженных сил|10
215|неосторожности смерть людей|9
216|президента башара асада|9
217|экономической безопасности президенте|9
218|управления мчс россии|9
219|центра управления экономической|9
220|министр финансов россии|9
221|прежнему остается одним|9
222|президента сша билл|9
223|находится грани дефолта|9
224|явка избирателей учета|9
225|построен прежнему остается|9
226|контролем украинских силовиков|9
227|расследованию причин катастрофы|9
228|среди мирного населения|9
229|федеральная служба контролю|9
230|судя миру ситуация|9
231|судя миру рубеж|9
232|является одним крупнейших|9
233|поводу ситуации ситуации|9
234|правам человека магатэ|9
235|центра стратегических разработок|9
236|пожары главное управление|9
237|получил серьезные трудности|9
238|вызванного мировым лидером|9
239|сборной россии футболу|9
240|миру последние годы|9
241|цена зависит продажи|9
242|пресс секретаря регионального|9
