|word|wordcount
0|россии|1411
1|результате|911
2|словам|894
3|настоящее|857
4|погибли|654
5|ходе|607
6|сообщает|555
7|данным|518
8|числе|471
9|процента|446
10|марта|403
11|сша|402
12|франции|381
13|долларов|374
14|новости|364
15|риа|359
16|заявил|330
17|решение|324
18|среду|321
19|москве|273
20|интерфакс|265
21|мнению|259
22|пострадал|257
23|принято|249
24|ранее|243
25|рублей|242
26|частности|241
27|последние|235
28|президент|230
29|годы|219
30|отметил|211
31|случае|207
32|рф|204
33|отношении|199
34|сайте|197
35|убиты|194
36|насчитывается|188
37|находится|187
38|стране|180
39|происшествия|178
40|арестован|178
41|издания|173
42|дела|170
43|сообщается|167
44|агентства|165
45|произошел|165
46|двое|162
47|миллиарда|161
48|уголовное|161
49|сообщалось|160
50|государства|156
51|очередь|154
52|главы|150
53|возбуждено|148
54|задержан|148
55|путин|148
56|правоохранительных|147
57|участие|147
58|детей|147
59|составляет|145
60|киеве|144
61|инцидент|142
62|февраля|142
63|ближайшее|141
64|украины|140
65|владимир|140
66|получили|137
67|смог|136
68|большинство|136
69|представители|135
70|президента|132
71|ранения|129
72|июня|125
73|отмечает|121
74|составил|121
75|возглавил|120
76|находятся|120
77|свободы|119
78|лишения|119
79|сентября|117
80|ук|116
81|аналитиков|114
82|ссылкой|113
83|москвы|113
84|подчеркнул|111
85|песков|111
86|принят|109
87|продано|108
88|страны|107
89|инцидента|106
90|источник|105
91|объем|105
92|получил|105
93|органах|104
94|миллиона|103
95|беседы|103
96|сообщении|102
97|сложности|101
98|общей|101
99|закон|100
100|теракта|100
101|данном|99
102|следствия|98
103|идет|96
104|суд|95
105|статье|94
106|санкций|94
107|убийство|93
108|власти|92
109|мвд|92
110|таким|92
111|образом|91
112|пишет|91
113|проживают|90
114|чемпионом|90
115|расследования|89
116|передает|89
117|регионе|89
118|стоимость|89
119|ведомства|89
120|начались|87
121|расследование|85
122|миллиардов|85
123|правительства|84
124|районе|84
125|размере|83
126|убит|82
127|намерен|82
128|уголовного|81
129|уточняется|80
130|рамках|80
131|марте|80
132|конце|79
133|исключен|79
134|выборах|79
135|удастся|78
136|годам|78
137|столкновений|78
138|больнице|77
139|массовые|77
140|сборной|75
141|сообщили|75
142|ведется|74
143|компании|74
144|связи|74
145|газета|74
146|президентом|73
147|мире|73
148|отношения|72
149|отставку|71
150|источника|71
151|беспорядков|71
152|аварии|71
153|участвовать|70
154|летний|69
155|ввп|68
156|госпитализированы|68
157|афганистане|68
158|проект|68
159|занимал|67
160|ожидается|66
161|операции|66
162|избежать|66
163|отмечается|65
164|милиции|65
165|составе|64
166|зафиксировано|64
167|коммерсант|64
168|управления|63
169|отсутствия|63
170|подписал|63
171|начале|62
172|никаких|62
173|средств|61
174|приговорен|61
175|составила|61
176|издание|61
177|перестрелки|60
178|месте|60
179|нефть|60
180|собеседника|59
181|введении|59
182|котором|59
183|убийстве|59
184|избирателей|59
185|министра|59
186|возбуждении|58
187|футболу|58
188|боевиков|58
189|агентство|57
190|работал|57
191|заместителем|57
192|напомним|57
193|примут|56
194|первым|56
195|дтп|56
196|никакого|55
197|запущен|55
198|течение|55
199|знаю|55
200|состоится|55
201|избран|54
202|составит|54
203|цен|54
204|пресс|54
205|итогам|53
206|состоянии|53
207|чемпионат|53
208|акций|53
209|области|52
210|россию|52
211|представителя|52
212|газа|51
213|тасс|50
214|нью|50
215|органов|49
216|чемпионата|49
217|правления|49
218|великобритании|49
219|призвал|49
220|полицией|49
221|произошло|48
222|предварительным|48
223|прошел|48
224|грозит|48
225|проверки|48
226|рубля|48
227|протеста|47
228|задержаны|47
229|тонн|47
230|указывается|47
231|выиграл|47
232|факту|47
233|указ|47
234|йорке|47
235|провел|46
236|оружия|46
237|германии|46
238|уточнил|46
239|газпром|46
240|заседании|46
241|задержанных|46
242|скончался|46
243|пройдет|46
244|отпуске|46
245|статьям|46
246|сотни|45
247|пострадали|45
248|помимо|45
249|программы|45
250|жил|45
251|работают|44
252|прошлом|44
253|последним|44
254|информации|44
255|состоялся|44
256|госдуму|44
257|приняли|44
258|первая|44
259|глава|43
260|ющенко|43
261|проекта|43
262|донбассе|43
263|принятия|43
264|референдум|42
265|живет|42
266|прибыли|42
267|катастрофы|42
268|пост|42
269|регионального|41
270|первом|41
271|сотен|41
272|вырос|41
273|сообщил|41
274|создании|40
275|регионах|40
276|новая|40
277|ближайших|40
278|позднее|40
279|конфликта|40
280|известно|40
281|приводит|40
282|должность|40
283|вынужден|40
284|виновным|39
285|предполагалось|39
286|сотрудники|39
287|единой|39
288|пройдут|39
289|изначально|39
290|больницу|39
291|слова|39
292|странах|38
293|путиным|38
294|октябре|38
295|прокат|38
296|взрыва|38
297|росстата|38
298|владимиром|38
299|предложил|38
300|взятки|38
301|апреля|38
302|беспорядки|38
303|ссылаясь|37
304|москву|37
305|киев|37
306|произойдет|37
307|украина|37
308|наказание|37
309|виктор|37
310|зерна|37
311|безопасности|37
312|бюджета|37
313|ведомости|37
314|признания|37
315|расположен|37
316|бывший|36
317|сотрудников|36
318|обсуждения|36
319|тяжелом|36
320|курс|36
321|должны|36
322|акции|36
323|дании|36
324|июля|36
325|участвовали|35
326|вина|35
327|магазине|35
328|выяснилось|35
329|газпрома|35
330|стражей|34
331|повышении|34
332|доллара|34
333|заявили|34
334|московскому|34
335|тысячи|34
336|считают|34
337|присоединения|34
338|пункта|34
339|рост|33
340|территории|33
341|победы|33
342|обороны|33
343|удалось|33
344|ес|33
345|действуют|33
346|руководителя|33
347|экспертов|33
348|общего|33
349|первые|33
350|уйти|33
351|отказываться|33
352|создан|33
353|вице|33
354|счетом|32
355|хватает|32
356|метра|32
357|речь|32
358|содержится|32
359|встреча|32
360|доме|32
361|вто|32
362|контрабанде|32
363|сми|32
364|тюрьме|32
365|спортсмен|31
366|признает|31
367|офис|31
368|мая|31
369|размер|31
370|кампании|31
371|следующий|31
372|происходит|30
373|выборы|30
374|права|30
375|отмечают|30
376|установить|30
377|километров|30
378|соответствующее|30
379|получение|30
380|сборную|30
381|председателем|30
382|полиции|30
383|суде|30
384|исключает|30
385|инвестиций|30
386|признан|29
387|финансов|29
388|париже|29
389|согласно|29
390|министерстве|29
391|комитета|29
392|годом|29
393|впоследствии|29
394|отличие|29
395|фоне|29
396|число|29
397|обвинения|29
398|фильма|29
399|региона|28
400|армения|28
401|банкротстве|28
402|договориться|28
403|ноября|28
404|доказана|28
405|доказательств|28
406|виде|28
407|целом|28
408|вину|28
409|хоккею|28
410|сирии|28
411|мошенничество|28
412|признал|28
413|состав|27
414|режима|27
415|находились|27
416|итоге|27
417|покинуть|27
418|бывшего|27
419|намерена|27
420|ммвб|27
421|проведен|27
422|квартале|27
423|вступлении|27
424|сумма|27
425|суда|27
426|санкции|27
427|счет|27
428|лицензию|27
429|является|26
430|госдумы|26
431|обстрела|26
432|землетрясения|26
433|поступало|26
434|случившееся|26
435|следственного|26
436|полицейских|26
437|ртс|26
438|говорится|26
439|дома|26
440|ливии|26
441|очков|26
442|отказаться|25
443|считаем|25
444|магнитудой|25
445|премьера|25
446|шпионаже|25
447|сделка|25
448|сотрудничестве|25
449|оценивается|25
450|произошедшей|25
451|отправлен|25
452|организации|25
453|выражении|25
454|правительстве|24
455|убийству|24
456|петр|24
457|начался|24
458|стран|24
459|вышла|24
460|предложения|24
461|жертв|24
462|системы|24
463|центре|24
464|выросла|24
465|службе|24
466|закона|24
467|независимости|24
468|штраф|24
469|правительству|24
470|предвыборной|24
471|страну|24
472|порошенко|24
473|документе|24
474|лдпр|24
475|партии|24
476|банк|23
477|принять|23
478|мировом|23
479|получении|23
480|создана|23
481|тяжести|23
482|кубка|23
483|соглашение|23
484|сократился|23
485|екатеринбурге|23
486|жителей|23
487|процедура|23
488|кубометров|23
489|хранении|23
490|вынуждены|23
491|неоднократно|23
492|травмы|23
493|готовы|23
494|соответствовала|23
495|ираке|23
496|матче|22
497|момент|22
498|просьбу|22
499|матч|22
500|понедельник|22
501|партия|22
502|недель|22
503|газ|22
504|сделки|22
505|числа|22
506|республик|22
507|постановил|22
508|разрешение|22
509|утверждают|22
510|рынке|22
511|степени|22
512|самопровозглашенных|22
513|объявил|22
514|входит|22
515|предусматривает|22
516|действия|22
517|достичь|21
518|органы|21
519|международного|21
520|митинга|21
521|цены|21
522|министр|21
523|августа|21
524|действий|21
525|информация|21
526|италии|21
527|результаты|21
528|нормам|21
529|взрыв|21
530|арестованы|21
531|правоохранительные|21
532|сотрудниками|21
533|субботу|21
534|нападавшие|21
535|перенесен|21
536|сергей|21
537|различной|21
538|дону|21
539|обама|21
540|голосования|21
541|конца|21
542|чечни|21
543|совершено|21
544|ростове|21
545|авторы|21
546|погиб|21
547|делу|21
548|огня|21
549|насилия|21
550|перестрелке|21
551|возможности|21
552|строительство|20
553|применение|20
554|намерены|20
555|ужесточить|20
556|больницах|20
557|барак|20
558|полагают|20
559|стэнли|20
560|евро|20
561|выиграв|20
562|боев|20
563|выплате|20
564|стадии|20
565|юрий|20
566|сфере|20
567|предотвращения|20
568|выросли|20
569|истории|20
570|подозреваемого|20
571|реализацию|20
572|документа|20
573|проведено|20
574|крупнейших|20
575|американские|20
576|доставлены|20
577|госдуме|20
578|настаивают|20
579|копейки|20
580|юкоса|20
581|резолюции|20
582|советником|20
583|экспорт|20
584|снг|19
585|адрес|19
586|количества|19
587|индекс|19
588|подробности|19
589|вышел|19
590|инфляция|19
591|переговорам|19
592|отказался|19
593|полиция|19
594|председатель|19
595|украине|19
596|стали|19
597|месяцев|19
598|крыма|19
599|победой|19
600|подтвердили|19
601|выручка|19
602|проезда|19
603|раскрыл|19
604|версия|19
605|предполагается|19
606|поединок|19
607|возможность|19
608|заседания|19
609|срок|19
610|скором|19
611|причины|19
612|соответствии|19
613|доставлен|19
614|гу|18
615|иг|18
616|граждан|18
617|председателя|18
618|телефонного|18
619|арестом|18
620|государству|18
621|необходимого|18
622|оппозиции|18
623|пройти|18
624|совершенное|18
625|стало|18
626|полномочиями|18
627|отметили|18
628|находился|18
629|экономику|18
630|юнайтед|18
631|совершить|18
632|некоторых|18
633|крушения|18
634|россиян|18
635|лондоне|18
636|тяжелое|18
637|принадлежит|18
638|манчестер|18
639|многие|18
640|января|18
641|разговора|18
642|поправки|18
643|остаются|18
644|среди|18
645|официальном|18
646|вечером|18
647|кредитам|17
648|экспорта|17
649|злоупотреблении|17
650|билетов|17
651|строгого|17
652|уголовных|17
653|премьер|17
654|проверка|17
655|призыв|17
656|противниками|17
657|совершенного|17
658|сторонниками|17
659|обсуждении|17
660|проходил|17
661|плебисцита|17
662|голосов|17
663|боевых|17
664|колонии|17
665|информацию|17
666|абхазии|17
667|швейцарии|17
668|бюджете|17
669|игре|17
670|контроле|17
671|лиц|17
672|журналистов|17
673|переговоры|17
674|компенсаций|17
675|признании|16
676|продлится|16
677|возможно|16
678|торгов|16
679|ввести|16
680|литвиненко|16
681|мэр|16
682|обстреляли|16
683|полета|16
684|выделение|16
685|взяток|16
686|набрал|16
687|лужков|16
688|сервиса|16
689|выделенных|16
690|подано|16
691|театра|16
692|кредита|16
693|человека|16
694|жертвами|16
695|сборная|16
696|правительство|16
697|соответствующие|16
698|михаил|16
699|данный|16
700|войны|16
701|продажи|16
702|аудитория|16
703|ядерного|16
704|вячеслав|16
705|проводиться|16
706|мебели|16
707|лидер|16
708|прибудет|16
709|силу|16
710|режим|16
711|задолженности|16
712|виновными|16
713|введен|16
714|релиз|16
715|исследования|16
716|протесты|16
717|интерфакса|16
718|оценивалась|16
719|комментируя|16
720|встречи|16
721|матчей|16
722|российская|16
723|посещения|15
724|оружие|15
725|новых|15
726|проходит|15
727|упал|15
728|совета|15
729|случаев|15
730|дальность|15
731|решения|15
732|назвал|15
733|отменил|15
734|проголосовали|15
735|масса|15
736|сравнению|15
737|госпитализирован|15
738|отмены|15
739|службу|15
740|необходимо|15
741|игры|15
742|роста|15
743|попытка|15
744|решаться|15
745|продолжать|15
746|действовать|15
747|правило|15
748|политику|15
749|пойдут|15
750|трех|15
751|прошли|15
752|стоить|15
753|акция|15
754|депутаты|15
755|официальный|15
756|специалисты|15
757|добиваться|15
758|европы|15
759|цена|15
760|мид|14
761|ракетно|14
762|заместителя|14
763|лицом|14
764|быков|14
765|мирных|14
766|использованы|14
767|потребуется|14
768|медаль|14
769|стала|14
770|машину|14
771|проработал|14
772|башара|14
773|опьянения|14
774|осетии|14
775|некоторым|14
776|согласилась|14
777|отрасли|14
778|скорость|14
779|способна|14
780|обвиняли|14
781|условно|14
782|ставки|14
783|сократится|14
784|ответственности|14
785|космической|14
786|смерти|14
787|чемпионате|14
788|выбраться|14
789|произошедшего|14
790|италия|14
791|алкогольного|14
792|втб|14
793|обнаружен|14
794|серия|14
795|завершился|14
796|севере|14
797|германия|14
798|собрались|14
799|асада|14
800|действиях|14
801|пожара|14
802|нападавших|14
803|розыске|14
804|следователи|14
805|сообщения|14
806|аксессуары|14
807|проведения|14
808|украиной|14
809|объема|14
810|завершилась|14
811|пенсионной|14
812|матчи|14
813|южной|14
814|ответственность|13
815|домашним|13
816|покушении|13
817|предыдущий|13
818|установил|13
819|декабрь|13
820|дефицит|13
821|членов|13
822|удален|13
823|ученые|13
824|мошенничестве|13
825|метров|13
826|причастности|13
827|деле|13
828|путина|13
829|села|13
830|причиной|13
831|сезона|13
832|обыски|13
833|отметила|13
834|выборов|13
835|километре|13
836|смогли|13
837|нидерландов|13
838|парламент|13
839|самолета|13
840|российских|13
841|изменится|13
842|покушение|13
843|триллиона|13
844|слушания|13
845|чс|13
846|организованной|13
847|карьере|13
848|фсб|13
849|улице|13
850|совместного|13
851|эхо|13
852|зафиксирован|13
853|добавила|13
854|россией|13
855|опубликован|13
856|республики|13
857|намерении|13
858|данные|13
859|заявляют|13
860|распоряжение|12
861|мкад|12
862|принимают|12
863|наркотиков|12
864|силуанов|12
865|проводится|12
866|донбасса|12
867|установлен|12
868|состоялась|12
869|дмитрий|12
870|потребления|12
871|поздравил|12
872|спортсменки|12
873|поручил|12
874|канады|12
875|заявление|12
876|оон|12
877|наказания|12
878|украинские|12
879|номере|12
880|понимает|12
881|гражданская|12
882|ответ|12
883|франция|12
884|донецкой|12
885|рейтинге|12
886|спецоперации|12
887|список|12
888|должностными|12
889|объекты|12
890|ходатайство|12
891|города|12
892|необходимости|12
893|фильмом|12
894|появились|12
895|крым|12
896|группы|12
897|яблоко|12
898|посадку|12
899|участники|12
900|контракта|12
901|предыдущих|12
902|рассмотрение|12
903|модернизации|12
904|видим|12
905|европу|12
906|участием|12
907|преступление|12
908|прибыль|12
909|стоила|12
910|смогут|12
911|обжаловать|12
912|задержала|12
913|обнаружено|12
914|падения|12
915|поставки|12
916|розыск|12
917|антон|12
918|провести|12
919|автобусе|12
920|заявлений|12
921|культуры|12
922|драки|12
923|пособия|11
924|весной|11
925|серии|11
926|авария|11
927|российский|11
928|дмитрием|11
929|беслане|11
930|митинг|11
931|произошла|11
932|запрете|11
933|удовлетворил|11
934|признать|11
935|выступил|11
936|квартира|11
937|европе|11
938|мчс|11
939|доля|11
940|детали|11
941|поскольку|11
942|предприятия|11
943|задержали|11
944|руководством|11
945|пятое|11
946|медведевым|11
947|кхл|11
948|десятку|11
949|декабре|11
950|штаб|11
951|реформе|11
952|полученных|11
953|меры|11
954|терактов|11
955|таблице|11
956|трампа|11
957|увеличилась|11
958|присутствовал|11
959|можем|11
960|подмосковья|11
961|углеводородов|11
962|техники|11
963|уголовной|11
964|военных|11
965|гражданства|11
966|одним|11
967|приговор|11
968|остальные|11
969|ранение|11
970|друга|11
971|уровень|11
972|выразил|11
973|обыграл|11
974|квадратных|11
975|запланирован|11
976|конфликте|11
977|активе|11
978|сделано|11
979|турнирной|11
980|представителями|11
981|завершена|11
982|назначены|11
983|невыезде|11
984|выхода|11
985|ранен|11
986|грузии|11
987|чемпионов|11
988|обладателем|11
989|начато|11
990|прокуратуры|11
991|ключевой|11
992|болезни|11
993|сути|11
994|руководство|10
995|надежду|10
996|выйдет|10
997|полутора|10
998|эфире|10
999|разглашаются|10
1000|видит|10
1001|пожарных|10
1002|расчетов|10
1003|стерлингов|10
1004|аналитики|10
1005|вошел|10
1006|сумме|10
1007|министерство|10
1008|предпринимателя|10
1009|температура|10
1010|помогло|10
1011|федеральному|10
1012|ирак|10
1013|оснований|10
1014|взятку|10
1015|запретить|10
1016|прошла|10
1017|например|10
1018|уехал|10
1019|пользу|10
1020|фонда|10
1021|собеседник|10
1022|пропаганды|10
1023|играх|10
1024|людей|10
1025|включая|10
1026|резервного|10
1027|ущерб|10
1028|иванов|10
1029|сутки|10
1030|тура|10
1031|динамо|10
1032|биатлону|10
1033|хочу|10
1034|официальным|10
1035|валюта|10
1036|кодекса|10
1037|департамента|10
1038|авторов|10
1039|го|10
1040|утверждает|10
1041|рассмотреть|10
1042|олимпийских|10
1043|режиме|10
1044|владимира|10
1045|тюрьмы|10
1046|рекорд|10
1047|полномочий|10
1048|нефти|10
1049|исламское|10
1050|поддержание|10
1051|внесен|10
1052|пожар|10
1053|запрещена|10
1054|зависеть|10
1055|новгорода|10
1056|произойти|10
1057|занял|10
1058|игроком|10
1059|бюджетных|10
1060|некоторые|10
1061|ближайшие|10
1062|государство|10
1063|туризма|10
1064|мэром|10
1065|опубликованном|10
1066|называются|10
1067|роснефть|10
1068|фунтов|10
1069|спартак|10
1070|приговорил|9
1071|причину|9
1072|воздуха|9
1073|появлялась|9
1074|организация|9
1075|аэрофлот|9
1076|фигурирует|9
1077|черный|9
1078|й|9
1079|освобождены|9
1080|лучшим|9
