|word|wordcount
0|риа новости|188
1|миллиардов рублей|101
2|триллиона рублей|69
3|итар тасс|60
4|ранее сообщалось|60
5|таким образом|59
6|сообщает риа|56
7|премьер министр|55
8|владимир путин|48
9|общей сложности|46
10|стало известно|45
11|общая сумма|42
12|возбуждено уголовное|42
13|получили ранения|41
14|инцидент произошел|40
15|приняли участие|40
16|миллиона долларов|37
17|части статьи|37
18|дмитрий медведев|35
19|квадратных метров|35
20|передает риа|35
21|данный момент|34
22|миллиона рублей|34
23|правоохранительные органы|33
24|миллиардов долларов|32
25|национальной безопасности|31
26|общую сумму|31
27|правоохранительных органов|29
28|новости ссылкой|29
29|нарушение правил|27
30|январь октябрь|26
31|президент россии|26
32|членов экипажа|26
33|тысячи рублей|25
34|дорожного движения|25
35|лишения свободы|25
36|миллиарда рублей|25
37|предварительным данным|24
38|ссылкой источники|24
39|сообщает интерфакс|23
40|х годов|23
41|официальный представитель|23
42|уголовное статье|23
43|ук рф|22
44|меньшей мере|22
45|ссылкой пресс|22
46|сборной россии|22
47|миллиарда долларов|21
48|сообщает итар|21
49|правил дорожного|21
50|различной степени|21
51|сообщалось ранее|21
52|южной осетии|20
53|кубометров газа|20
54|сборная россии|20
55|фунтов стерлингов|20
56|пишет газета|20
57|санкт петербурге|20
58|лиги чемпионов|20
59|президент украины|20
60|передает интерфакс|20
61|разным данным|19
62|петр порошенко|19
63|юго востоке|19
64|владимира путина|19
65|версии следствия|19
66|отмечает агентство|18
67|востоке украины|18
68|следственного комитета|18
69|сообщает агентство|18
70|единой россии|18
71|уголовного кодекса|18
72|россии владимир|18
73|спорт экспресс|18
74|россии дмитрий|18
75|тасс ссылкой|17
76|месте происшествия|17
77|аль каеды|17
78|интерфакс ссылкой|17
79|данным следствия|17
80|результате инцидента|17
81|министр финансов|17
82|украины петр|17
83|степени тяжести|17
84|президента сша|17
85|саудовской аравии|17
86|белого дома|17
87|взрывное устройство|16
88|борту находились|16
89|владимиром путиным|16
90|статьи уголовного|16
91|банк россии|16
92|стоит отметить|16
93|всей стране|16
94|пресс конференции|16
95|совета федерации|16
96|вооруженных сил|16
97|течение пяти|15
98|ранения различной|15
99|президента страны|15
100|всей видимости|15
101|правоохранительных органах|15
102|премьер министра|15
103|вырос процента|15
104|точки зрения|15
105|московской области|15
106|уголовного дела|15
107|пресс службу|14
108|санкт петербурга|14
109|военной техники|14
110|речь идет|14
111|го тура|14
112|главы государства|14
113|российских военных|14
114|фондовые индексы|13
115|поручил правительству|13
116|составила процента|13
117|барак обама|13
118|агентство интерфакс|13
119|среди погибших|13
120|опросе приняли|13
121|пресс секретарь|13
122|информации издания|13
123|примут участие|13
124|главным тренером|13
125|участников акции|13
126|тело погибшего|13
127|официальном сайте|13
128|рост цен|13
129|представитель кремля|13
130|срок полномочий|13
131|какие либо|13
132|президентские выборы|13
133|миллиардов кубометров|13
134|нью йорк|13
135|президент грузии|12
136|составила долларов|12
137|й минуте|12
138|статьи ук|12
139|краснодарского края|12
140|совета директоров|12
141|западном берегу|12
142|последние дня|12
143|президента россии|12
144|российских компаний|12
145|планируется завершить|12
146|президент сша|12
147|данным издания|12
148|передает итар|12
149|прямом эфире|12
150|пост президента|12
151|спустя некоторое|11
152|агентство риа|11
153|ввп страны|11
154|дмитрий песков|11
155|плей офф|11
156|предъявлено обвинение|11
157|бывший министр|11
158|ближайшие дни|11
159|составе сборной|11
160|триллиона долларов|11
161|лидер лдпр|11
162|официальным данным|11
163|приняли решение|11
164|михаила ходорковского|11
165|уголовное части|11
166|третьем квартале|10
167|отмывании денег|10
168|главы администрации|10
169|информационному агентству|10
170|расследование дела|10
171|пресс релизе|10
172|ведет розыск|10
173|результате нападения|10
174|курс доллара|10
175|втором месте|10
176|подписал указ|10
177|ходе заседания|10
178|сотрудники полиции|10
179|администрации президента|10
180|агентству риа|10
181|словам министра|10
182|такую оценку|10
183|передает агентство|10
184|свердловской области|10
185|эха москвы|10
186|мвд россии|10
187|местные власти|10
188|правовой информации|10
189|принять участие|10
190|данным итар|10
191|неопределенный срок|10
192|чемпионата россии|10
193|пресс службе|10
194|правительства москвы|10
195|российской академии|10
196|экономического развития|10
197|общий объем|10
198|последние дни|10
199|происшествия работают|10
200|рублей миллиардов|10
201|власти страны|10
202|словам представителей|10
203|населенного пункта|10
204|башара асада|10
205|словам представителя|10
206|данным мчс|10
207|сша барак|10
208|говорится сообщении|10
209|действующий президент|9
210|европейская валюта|9
211|гувд москвы|9
212|юго восточной|9
213|статье ук|9
214|полиция ведет|9
215|сравнению годом|9
216|составляет процента|9
217|мнению аналитиков|9
218|составила рублей|9
219|течение трех|9
220|результате теракта|9
221|согласно документу|9
222|процента респондентов|9
223|федеральной службы|9
224|принял решение|9
225|знак протеста|9
226|виталий мутко|9
227|владимир жириновский|9
228|выступил инициативой|9
229|тысячу кубометров|9
230|итогам третьего|9
231|данным агентства|9
232|восточной азии|9
233|телеканал нтв|9
234|годовом выражении|9
235|пресс службы|9
236|группового этапа|9
237|президента рф|9
238|взрыв произошел|9
239|данным риа|9
240|согласно данным|9
241|незаконном обороте|9
242|январе го|9
243|общее число|9
244|портале правовой|9
245|лиги европы|9
246|мвд украины|9
247|востоке москвы|8
248|луганской народной|8
249|вице спикера|8
250|внутренних войск|8
251|нижней палаты|8
252|эфире радиостанции|8
253|рублей акцию|8
254|военной операции|8
255|сумму миллиардов|8
256|сумма иска|8
257|сергея собянина|8
258|решение принято|8
259|министр дмитрий|8
260|никаких сведений|8
261|заместитель министра|8
262|предъявлены обвинения|8
263|пресс служба|8
264|индекс ммвб|8
265|строгого режима|8
266|пост губернатора|8
267|закон запрещающий|8
268|словам очевидцев|8
269|ликвидации последствий|8
270|сумма сделки|8
271|дональда трампа|8
272|течение дня|8
273|дата выхода|8
274|работают спасатели|8
275|северной осетии|8
276|финансов россии|8
277|финала кубка|8
278|составит рублей|8
279|смертной казни|8
280|словам президента|8
281|апреле го|8
282|стрелкового оружия|8
283|сообщил информационному|8
284|физических лиц|8
285|результате погибли|8
286|долларов тысячу|8
287|путин заявил|8
288|президентских выборов|8
289|сообщает газета|8
290|политического убежища|8
291|развивать скорость|8
292|сообщили риа|8
293|президент страны|8
294|вице премьер|8
295|сумма обязательств|8
296|тысячи долларов|8
297|российские фондовые|8
298|данным ведомства|8
299|ходе боев|8
300|единиц техники|7
301|словам источника|7
302|составил триллиона|7
303|начале х|7
304|издание отмечает|7
305|прошлой неделе|7
306|федерального бюджета|7
307|данным телеканала|7
308|цене долларов|7
309|москве санкт|7
310|власти москвы|7
311|администрация буша|7
312|размере рублей|7
313|российских властей|7
314|результате столкновения|7
315|сборной ссср|7
316|банка россии|7
317|порошенко заявил|7
318|данному факту|7
319|число погибших|7
320|дела факту|7
321|причины катастрофы|7
322|чемпионата европы|7
323|совет директоров|7
324|нафтогаз украины|7
325|жителей полуострова|7
326|часов утра|7
327|слова передает|7
328|уголовной ответственности|7
329|обязанности главы|7
330|ценных бумаг|7
331|мэра города|7
332|третьего квартала|7
333|газета ведомости|7
334|россии футболу|7
335|режиме реального|7
336|вечером марта|7
337|последние годы|7
338|словам чиновника|7
339|рассказал риа|7
340|российской федерации|7
341|повлекшее неосторожности|7
342|преступной группировке|7
343|кремля дмитрий|7
344|государственной думы|7
345|газета коммерсантъ|7
346|легкой атлетике|7
347|данным интерфакса|7
348|сотрудники милиции|7
349|хиллари клинтон|7
350|процента процента|7
351|ленинградской области|7
352|ходе расследования|7
353|миллиона квадратных|7
354|ранения получили|7
355|сумму долларов|7
356|мае го|7
357|компания планирует|7
358|госдума приняла|7
359|самопровозглашенной луганской|7
360|валентина матвиенко|7
361|правительства россии|7
362|торговой сессии|7
363|начале марта|7
364|тысячи километров|7
365|проект резолюции|7
366|марта аналогичное|7
367|процента ввп|7
368|делу убийстве|7
369|центральный банк|7
370|факту происшествия|7
371|течение нескольких|7
372|аль джазира|7
373|областной думы|7
374|возбуждено части|7
375|южная корея|7
376|триллиона кубометров|7
377|владимирской области|7
378|сообщает официальный|7
379|посольства сша|7
380|боевые действия|7
381|михаила саакашвили|7
382|экономики страны|7
383|нью йорке|7
384|выборы президента|7
385|первом чтении|7
386|болотной площади|7
387|составила миллиардов|7
388|должности командующего|7
389|исполнительной власти|6
390|олимпийских играх|6
391|соответствуют действительности|6
392|конце марта|6
393|сократилась процента|6
394|новости адвокат|6
395|состав россии|6
396|начале мая|6
397|российское гражданство|6
398|мчс россии|6
399|российские власти|6
400|конца текущего|6
401|бывший глава|6
402|сектора газа|6
403|места происшествия|6
404|михаил саакашвили|6
405|безопасности страны|6
406|суд москвы|6
407|экспертиза днк|6
408|лдпр владимир|6
409|розыск преступников|6
410|бывшего президента|6
411|мировых рынках|6
412|снижение цен|6
