|word|wordcount
0|россии|633
1|рублей|434
2|словам|378
3|данным|375
4|сша|314
5|процента|280
6|долларов|261
7|ранее|260
8|страны|238
9|заявил|224
10|марта|219
11|украины|215
12|го|214
13|сообщает|208
14|результате|207
15|новости|197
16|риа|196
17|президента|181
18|миллиона|180
19|миллиардов|178
20|москве|167
21|компании|165
22|стране|164
23|москвы|159
24|сообщалось|156
25|января|155
26|власти|153
27|президент|150
28|области|142
29|министр|142
30|российских|137
31|ходе|136
32|рф|129
33|города|127
34|решение|125
35|суд|117
36|участие|116
37|безопасности|115
38|декабря|115
39|настоящее|113
40|тысячи|113
41|итогам|110
42|мая|107
43|правительства|106
44|дня|106
45|премьер|106
46|триллиона|105
47|мнению|103
48|агентство|103
49|начале|101
50|должны|101
51|передает|100
52|августа|100
53|напомним|99
54|пресс|99
55|стороны|99
56|сентября|99
57|течение|98
58|погибли|96
59|ссылкой|95
60|информации|95
61|сотрудники|95
62|июля|95
63|последние|93
64|территории|92
65|котором|92
66|части|92
67|февраля|92
68|составила|92
69|произошел|90
70|владимир|89
71|представители|87
72|получили|87
73|евро|86
74|трех|86
75|стали|85
76|акции|85
77|представитель|84
78|июня|83
79|путин|83
80|случае|83
81|момент|83
82|рамках|82
83|мае|82
84|числе|82
85|погибших|82
86|интерфакс|81
87|мвд|80
88|российского|80
89|составляет|80
90|планируется|79
91|глава|78
92|отношении|78
93|банка|78
94|отметил|77
95|сообщил|77
96|ноября|76
97|газа|76
98|стало|76
99|главы|76
100|согласно|75
101|таким|75
102|партии|75
103|известно|74
104|стран|73
105|частности|73
106|тасс|73
107|сборной|72
108|россию|72
109|возбуждено|72
110|дней|71
111|мчс|70
112|ранения|70
113|московскому|70
114|пост|69
115|сумма|68
116|конце|68
117|среди|68
118|срок|67
119|газета|66
120|сайте|66
121|дела|66
122|национальной|65
123|организации|65
124|находится|65
125|общая|65
126|удалось|65
127|подчеркнул|65
128|чемпионата|64
129|министра|64
130|уголовное|64
131|службы|64
132|образом|64
133|администрации|63
134|миллиарда|63
135|делу|63
136|часов|63
137|апреля|63
138|членов|63
139|является|62
140|сообщили|62
141|рассказал|62
142|октября|62
143|приняли|62
144|республики|61
145|составит|61
146|сотрудников|61
147|находятся|61
148|расследования|61
149|итар|61
150|российской|61
151|которую|61
152|грузии|61
153|человека|61
154|выборы|61
155|компаний|61
156|ожидается|61
157|связи|61
158|получил|60
159|летний|60
160|выборов|60
161|счетом|60
162|информацию|60
163|стоимость|60
164|доллара|59
165|целом|59
166|работы|59
167|городе|59
168|властей|59
169|акций|59
170|жителей|59
171|европы|59
172|нового|58
173|государства|57
174|дома|57
175|полиции|57
176|пяти|57
177|километров|57
178|российский|57
179|отмечается|57
180|дмитрий|57
181|январь|56
182|команды|56
183|стала|56
184|число|56
185|считает|56
186|операции|56
187|счет|55
188|общей|55
189|составе|55
190|стоит|55
191|строительство|55
192|украине|54
193|следствия|54
194|закон|54
195|январе|54
196|четверг|54
197|месте|54
198|марте|54
199|совета|54
200|отмечает|54
201|военных|54
202|прошлом|54
203|статьи|54
204|франции|54
205|лидер|54
206|документы|54
207|комитета|54
208|белоруссии|53
209|развития|53
210|понедельник|53
211|районе|53
212|примерно|52
213|аль|52
214|компания|52
215|неизвестно|52
216|факту|52
217|инцидент|52
218|региона|51
219|самолет|51
220|происшествия|51
