|word|wordcount
0|риа новости|194
1|миллиардов рублей|77
2|сообщает риа|75
3|триллиона рублей|59
4|таким образом|53
5|общей сложности|52
6|инцидент произошел|49
7|стало известно|46
8|миллиона долларов|44
9|ранее сообщалось|41
10|возбуждено уголовное|40
11|владимир путин|38
12|итар тасс|38
13|общая сумма|36
14|премьер министр|36
15|новости ссылкой|35
16|квадратных метров|35
17|национальной безопасности|33
18|части статьи|32
19|уголовного кодекса|32
20|членов экипажа|31
21|приняли участие|31
22|вооруженных сил|30
23|получили ранения|29
24|миллиардов долларов|29
25|миллиона рублей|29
26|предварительным данным|29
27|лишения свободы|28
28|сообщает агентство|28
29|южной осетии|28
30|х годов|28
31|правоохранительных органов|27
32|передает риа|27
33|сборной россии|27
34|точки зрения|26
35|единой россии|25
36|данный момент|23
37|общую сумму|23
38|дорожного движения|23
39|владимира путина|23
40|правоохранительные органы|23
41|следственного комитета|22
42|словам представителя|22
43|президента сша|22
44|московской области|22
45|сообщает интерфакс|22
46|уголовное статье|21
47|юго востоке|21
48|фунтов стерлингов|20
49|ссылкой источники|20
50|санкт петербурге|20
51|статьи уголовного|20
52|тысячи рублей|20
53|россии владимир|19
54|интерфакс ссылкой|19
55|дмитрий медведев|19
56|президент россии|19
57|правил дорожного|18
58|совета директоров|18
59|данным следствия|18
60|саудовской аравии|18
61|курс доллара|18
62|результате инцидента|17
63|пишет газета|17
64|агентство риа|17
65|внутренних войск|17
66|мвд россии|17
67|поручил правительству|17
68|миллиарда долларов|17
69|экономического развития|17
70|сборная россии|17
71|военной техники|16
72|последние дни|16
73|фондовые индексы|16
74|нарушение правил|16
75|вырос процента|16
76|сообщалось ранее|16
77|военной операции|16
78|триллиона долларов|16
79|федеральной службы|16
80|пресс секретарь|16
81|рост цен|15
82|заместитель председателя|15
83|составила процента|15
84|участников акции|15
85|белого дома|15
86|различной степени|15
87|плей офф|15
88|премьер министра|15
89|пресс службе|15
90|петр порошенко|15
91|ссылкой пресс|14
92|санкт петербурга|14
93|уголовное части|14
94|россии дмитрий|14
95|передает агентство|14
96|планируется завершить|14
97|западном берегу|14
98|принять участие|14
99|апреле го|14
100|сборной ссср|14
101|информации издания|14
102|среди погибших|14
103|востоке украины|13
104|решение принято|13
105|согласно данным|13
106|словам представителей|13
107|банк россии|13
108|официальном сайте|13
109|дональда трампа|13
110|агентство интерфакс|13
111|миллиардов кубометров|13
112|течение пяти|13
113|министр финансов|13
114|отмечает агентство|13
115|всей видимости|13
116|месте происшествия|13
117|ук рф|13
118|северной осетии|13
119|президента россии|12
120|всей стране|12
121|причины катастрофы|12
122|дата выхода|12
123|взрывное устройство|12
124|правоохранительных органах|12
125|легкой атлетике|12
126|верховной рады|12
127|президент украины|12
128|президентские выборы|12
129|примут участие|12
130|президентских выборов|12
131|степени тяжести|12
132|общий объем|12
133|чемпионата россии|12
134|аль каеды|12
135|тысячу кубометров|12
136|самым популярным|12
137|словам главы|12
138|лиги чемпионов|12
139|юго западе|12
140|министр спорта|11
141|виктора ющенко|11
142|данным издания|11
143|российских военных|11
144|развивать скорость|11
145|версии следствия|11
146|пресс службу|11
147|речь идет|11
148|принял решение|11
149|президент сша|11
150|индекс ммвб|11
151|сообщили риа|11
152|президента украины|11
153|составе сборной|11
154|сравнению годом|11
155|результате погибли|11
156|украины петр|11
157|западе москвы|11
158|главы государства|11
159|составила миллиона|11
160|пресс службы|11
161|уголовного дела|11
162|борту находились|11
163|миллиарда рублей|11
164|январь октябрь|11
165|населенного пункта|11
166|кубометров газа|11
167|словам президента|11
168|дмитрий песков|10
169|го тура|10
170|составляет процента|10
171|последние дня|10
172|сумму рублей|10
173|лиги европы|10
174|выручка компании|10
175|разным данным|10
176|факту нарушения|10
177|северном кавказе|10
178|военных действий|10
179|передает интерфакс|10
180|верховный суд|10
181|башара асада|10
182|официальный представитель|10
183|ходе заседания|10
184|общее число|10
185|официальным данным|10
186|знак протеста|10
187|ходе боев|10
188|национальной команды|10
189|обязанности главы|10
190|президент страны|10
191|службы безопасности|10
192|президент грузии|10
193|падение цен|10
194|пресс конференции|10
195|уголовные дела|10
196|эхо москвы|10
197|вице премьер|9
198|торговой сессии|9
199|лидер лдпр|9
200|слова передает|9
201|торжественной церемонии|9
202|неопределенный срок|9
203|огнестрельного оружия|9
204|начале торговой|9
205|государственной думы|9
206|суд назначил|9
207|председателя совета|9
208|срок полномочий|9
209|вице спикера|9
210|президента рф|9
211|официальный курс|9
212|федеральной антимонопольной|9
213|российские фондовые|9
214|арбитражный суд|9
215|премьер лиги|9
216|расследование дела|9
217|центре москвы|9
218|избирательной кампании|9
219|совета федерации|9
220|компания планирует|9
221|мнению аналитиков|9
222|снижение цен|9
223|статьи ук|9
224|каких либо|9
225|делу убийстве|9
226|силовых структур|9
227|гу мвд|9
228|действующий президент|9
229|мчс россии|9
230|безопасности обороны|9
231|данным риа|9
232|течение трех|9
233|секторе газа|9
234|владимиром путиным|9
235|процента респондентов|9
236|российской академии|9
237|акции протеста|9
238|путин заявил|9
239|результате взрыва|9
240|тысячи километров|9
241|общего количества|9
242|принимать участие|9
243|данным агентства|9
244|счетной палаты|9
245|образования науки|8
246|какие либо|8
247|ряде регионов|8
248|главного управления|8
249|нарушении правил|8
250|ранения различной|8
251|тура чемпионата|8
252|вступил силу|8
253|предъявлены обвинения|8
254|факту нападения|8
255|эха москвы|8
256|сотрудники правоохранительных|8
257|городах россии|8
258|напоминает агентство|8
259|военнослужащих внутренних|8
260|газета новостей|8
261|рамках расследования|8
262|назвали произошедшее|8
263|последние годы|8
264|выразил уверенность|8
265|пресс релизе|8
266|россии футболу|8
267|сравнению предыдущим|8
268|ликвидации последствий|8
269|спустя некоторое|8
270|центробанк россии|8
271|выступил инициативой|8
272|приняли решение|8
273|стоит отметить|8
274|сотрудники полиции|8
275|главным тренером|8
276|северный поток|8
277|пост губернатора|8
278|январе го|8
279|течение нескольких|8
280|скорой помощи|8
281|ростовской области|8
282|особо тяжких|8
283|юрий лужков|8
284|принимают участие|8
285|пост президента|8
286|первом чтении|8
287|российских компаний|8
288|х годах|8
289|катастрофы установлены|8
290|финансов россии|8
291|игра проходила|8
292|следственный комитет|8
293|пост главы|8
294|число погибших|8
295|востоке страны|8
296|стало причиной|8
297|спорт экспресс|8
298|говорится сообщении|8
299|начале х|8
300|смогли договориться|8
301|втором месте|8
302|предъявлено обвинение|8
303|правоохранительными органами|7
304|движение транспорта|7
305|отечественной войны|7
306|михаил саакашвили|7
307|покинуть страну|7
308|процента сравнению|7
309|словам очевидцев|7
310|барак обама|7
311|террорист смертник|7
312|российского рынка|7
313|отмывании денег|7
314|главы администрации|7
315|полиция ведет|7
316|долларов тысячу|7
317|иранских ядерных|7
318|четвертом квартале|7
319|ленинградской области|7
320|бывшего сотрудника|7
321|котором приняли|7
322|действующему плану|7
323|последним данным|7
324|великой отечественной|7
325|собственному желанию|7
326|мировых рынках|7
327|процента ввп|7
328|скоростью километров|7
329|результате крушения|7
330|доме профсоюзов|7
331|вторник марта|7
332|гибели людей|7
333|выхода игры|7
334|местные власти|7
335|составила рублей|7
336|статье нарушение|7
337|местных жителей|7
338|проголосовали процента|7
339|взрыв произошел|7
340|чемпионат европы|7
341|принято решение|7
342|словам решение|7
343|метров жилья|7
344|данным минздрава|7
345|статье уголовного|7
346|территории грузии|7
347|кабинета министров|7
348|одним самых|7
349|первую очередь|7
350|начале января|7
351|высокий уровень|7
352|произошедшее терактом|7
353|российском рынке|7
354|передает итар|7
355|восточной европы|7
356|размере рублей|7
357|российских банков|7
358|верховную раду|7
359|ведет розыск|7
360|возбудил уголовное|7
361|аналогичный период|7
362|следственного управления|7
363|копеек рубля|7
364|выборы президента|7
365|президент франции|7
366|процента общего|7
367|главы региона|7
368|открыли стрельбу|7
369|власти грузии|7
370|власти страны|7
371|согласно действующему|7
372|отношения россией|7
373|тело погибшего|7
374|поставки газа|7
375|виталий мутко|7
376|сообщили интерфаксу|7
377|джорджа буша|7
378|рабочая группа|7
379|сша дональда|7
380|ближайшие дни|7
381|погибли человека|7
382|днем ранее|7
383|цен бензин|7
384|исламское государство|7
385|ходе проверки|7
386|говоря проблеме|7
387|ядерных разработок|7
388|миллиона квадратных|7
389|данным мчс|7
390|отвечает интересам|6
391|прошел митинг|6
392|власти назвали|6
393|процента голосов|6
394|главное управление|6
395|режиме реального|6
396|триумфальной площади|6
397|территории россии|6
398|планируется осуществить|6
399|рублей сообщает|6
400|тысячи квадратных|6
401|напомним ходе|6
402|летний житель|6
403|миллиардов евро|6
404|дмитрием медведевым|6
405|областной администрации|6
406|аль джазира|6
407|физических лиц|6
408|понедельник ноября|6
409|председателя комитета|6
410|объем инвестиций|6
411|хиллари клинтон|6
412|словам чиновника|6
413|сократилась процента|6
414|мвд москве|6
415|набрал процента|6
416|словам источника|6
417|меньшей мере|6
418|третьего периода|6
419|составила триллиона|6
420|республики крым|6
421|стоимость жилья|6
422|рен тв|6
423|американские фондовые|6
424|информационному агентству|6
425|тасс ссылкой|6
426|химического оружия|6
427|нижней палаты|6
428|населенных пунктов|6
429|уголовное факту|6
430|погибли трое|6
431|данным итар|6
432|течение дней|6
433|верховной раде|6
434|единиц техники|6
435|издание отмечает|6
436|алкогольного опьянения|6
437|первом полугодии|6
438|среди стран|6
439|происшествия работают|6
440|закон запрещающий|6
441|таким способом|6
442|транспортных средств|6
443|пресс служба|6
444|размере миллиона|6
445|доллара тысячу|6
446|новая структура|6
447|качестве свидетелей|6
448|другим данным|6
449|проблеме иранских|6
450|территории северной|6
451|территории сша|6
452|министра экономического|6
453|сил сша|6
454|рассматривают возможность|6
455|валентина матвиенко|6
456|жертвами стали|6
457|бин ладен|6
458|стрелкового оружия|6
459|заявил россии|6
460|котором находился|6
461|кубка стэнли|6
462|кодекса россии|6
463|регионов россии|6
464|радиостанция эхо|6
465|глава мвд|6
466|мнению властей|6
467|политического убежища|6
468|составе национальной|6
469|жителей города|6
470|штраф размере|6
471|партии регионов|6
472|российских фильмов|6
473|сша барак|6
474|президентских выборах|6
475|соединенные штаты|6
476|сумма иска|6
477|посту президента|6
478|состоянии алкогольного|6
479|преступной группировке|6
480|грузии михаил|6
481|августа го|6
482|рассказал министр|6
483|итоги выборов|6
484|ходе операции|6
485|россии хоккею|6
486|чемпионата легкой|6
487|российской федерации|6
488|банка россии|6
489|антитеррористической операции|6
490|президент рф|6
491|главы юкоса|6
492|миллиона фунтов|6
493|следственное управление|6
494|экипаж судна|6
495|тюремного заключения|6
496|санкт петербург|6
497|третьем квартале|6
498|советского союза|6
499|антимонопольной службы|6
500|совет федерации|6
501|исполняющим обязанности|6
502|итогам прошлого|6
503|признан виновным|6
504|возбуждены уголовные|6
505|чемпионате европы|6
506|территории республики|6
507|годом ранее|6
508|суд москвы|6
509|российского лидера|6
510|совет директоров|6
511|министерства юстиции|6
512|рублей триллиона|6
513|понедельник января|6
514|нью йорке|6
515|произошел вечером|6
516|тела погибших|6
517|составит процента|6
518|подписал указ|6
519|всемирного банка|6
520|награждения лауреатов|6
521|единственный мяч|6
522|планируется открыть|5
523|бывший министр|5
524|закупки газа|5
525|рф владимир|5
526|гривен долларов|5
527|глава мид|5
528|космической станции|5
529|москве санкт|5
530|дорожно транспортного|5
531|президентом россии|5
532|погибли четверо|5
533|рублей квадратный|5
534|избирательной комиссии|5
535|украинские власти|5
536|дела отношении|5
537|уполномоченного правам|5
538|пожарных расчетов|5
539|первом квартале|5
540|центральный банк|5
541|кодекса рф|5
542|пост уполномоченного|5
543|олимпийский комитет|5
544|квадратный метр|5
545|сообщил информационному|5
546|франсуа олланд|5
547|январь май|5
548|лиге чемпионов|5
549|вечером июля|5
550|помощника президента|5
551|глава государства|5
552|дональд трамп|5
553|россии сократилась|5
554|прямом эфире|5
555|й минуте|5
556|мид россии|5
557|исполняющего обязанности|5
558|черный список|5
559|составил миллиарда|5
560|доставили отделение|5
561|регионах россии|5
562|процента акций|5
563|первой встрече|5
564|сведениям издания|5
565|объявлен розыск|5
566|результате происшествия|5
567|вечером воскресенье|5
568|заявку участие|5
569|доллар подешевел|5
570|общая задолженность|5
571|международный олимпийский|5
572|ходе переговоров|5
573|финале кубка|5
574|находится контролем|5
575|серьезные повреждения|5
576|петра порошенко|5
577|начале марта|5
578|соответствуют действительности|5
579|международного валютного|5
580|секретарь совета|5
581|вице президент|5
582|генерал лейтенант|5
583|рублей акцию|5
584|интервью радиостанции|5
585|пишут ведомости|5
586|критическом состоянии|5
587|проблем здоровьем|5
588|миллиона евро|5
589|суд вынес|5
590|ссылкой представителей|5
591|результате нападения|5
592|погибших катастрофе|5
593|антимонопольной службе|5
594|находится территории|5
595|принять меры|5
596|кубка федерации|5
597|рублей рублей|5
598|получили травмы|5
599|трех месяцев|5
600|представляется возможным|5
601|сотрудников полиции|5
602|забил нападающий|5
603|возбуждено части|5
604|скп рф|5
605|второго этапа|5
606|возле здания|5
607|словам бывшего|5
608|европейских стран|5
609|первого канала|5
610|возбуждено статье|5
611|российских войск|5
612|чемпионата футболу|5
613|палаты представителей|5
614|начале декабря|5
615|служба безопасности|5
616|россии сша|5
617|прекращении огня|5
618|конце марта|5
619|цене долларов|5
620|американских военных|5
