|word|wordcount
0|миллиарда долларов|964
1|миллиардов долларов|538
2|риа новости|344
3|тысячи долларов|219
4|сообщает риа|166
5|составила миллиарда|154
6|сумма сделки|152
7|сделки составила|123
8|лишения свободы|97
9|получили ранения|96
10|инцидент произошел|91
11|результате происшествия|80
12|официальном сайте|78
13|результате взрыва|78
14|передает риа|73
15|президент сша|64
16|результате авиакатастрофы|63
17|долларов миллиарда|60
18|летний житель|59
19|возбуждено уголовное|58
20|премьер министр|54
21|санкт петербурге|49
22|результате инцидента|49
23|миллиона долларов|48
24|месте происшествия|45
25|общая сумма|44
26|президент россии|40
27|президент украины|37
28|правоохранительных органов|36
29|информации агентства|35
30|стало известно|33
31|первом матче|33
32|составит миллиарда|32
33|первом полугодии|31
34|уголовное статье|31
35|министр финансов|30
36|меньшей мере|29
37|процента опрошенных|28
38|долларов сша|28
39|принято решение|28
40|течение дней|28
41|совета федерации|28
42|планируется завершить|28
43|погибли человека|27
44|долларов долларов|27
45|появилась информация|27
46|джордж буш|27
47|курс евро|25
48|авиакатастрофы погибли|25
49|миллиарда евро|25
50|составила долларов|25
51|долларов миллиардов|25
52|развивать скорость|25
53|годам лишения|24
54|таким образом|24
55|кемеровской области|24
56|тяжелом состоянии|24
57|житель города|24
58|результате погибли|23
59|пресс релизе|23
60|сша джордж|23
61|россии дмитрий|22
62|течение месяцев|22
63|составила миллиардов|22
64|способен развивать|21
65|службы безопасности|21
66|места происшествия|21
67|индекс ммвб|21
68|мвд россии|21
69|решению суда|21
70|составил миллиарда|20
71|дмитрий медведев|20
72|ранения различной|20
73|первую очередь|20
74|оценивается миллиардов|20
75|владимир путин|20
76|первом квартале|20
77|собеседник агентства|20
78|происшествия работают|20
79|единой россии|20
80|дмитрий песков|19
81|данный момент|19
82|луганской области|17
83|признан виновным|17
84|составит миллиардов|17
85|произошел июля|17
86|российской федерации|17
87|ук рф|17
88|ходе перестрелки|17
89|взрыва погибли|17
90|процента акций|17
91|россии владимир|16
92|федеральной службы|16
93|тысячи рублей|16
94|результате конфликта|16
95|оценивается миллиарда|16
96|министр россии|16
97|итогам выборов|16
98|долларов тысячи|15
99|ранее сообщалось|15
100|пресс службе|15
101|самолет способен|15
102|результате крушения|15
103|сотрудников правоохранительных|15
104|долларов процента|15
105|премьер министра|15
106|стоит отметить|15
107|новости ссылкой|15
108|ранения разной|14
109|разной степени|14
110|двое получили|14
111|сообщает интерфакс|14
112|донецкой области|14
113|степени тяжести|14
114|мнению создателей|14
115|летний британец|14
116|сообщил риа|14
117|внутренних войск|14
118|составила процента|14
119|победила рак|13
120|мвд рф|13
121|предварительным данным|13
122|напомним шумахер|13
123|глава государства|13
124|президентом сша|13
125|тайно способен|13
126|июля президент|13
127|сумма возмещения|13
128|первом этапе|13
129|составляет миллиарда|12
130|стоимость сделки|12
131|сайте мвд|12
132|передает интерфакс|12
133|министр рф|12
134|летнего американца|12
135|раком мозга|12
136|сообщает агентство|12
137|напомним сообщалось|12
138|московской области|12
139|последним данным|12
140|начале июля|12
141|портфель перспективных|12
142|уголовное неосторожности|12
143|членов экипажа|12
144|результате миллиардов|12
145|новости заявил|12
146|различной тяжести|12
147|июля июля|12
148|санкт петербурга|12
149|стоимость проекта|12
150|состоится июля|12
151|ходе боя|12
152|правам человека|12
153|погибли двое|12
154|агентство риа|12
155|мозга новости|12
156|строгого режима|11
157|столице сша|11
158|президентских выборах|11
159|приняли участие|11
160|заместитель министра|11
161|тысячи евро|11
162|вице премьер|11
163|летнего юрия|11
164|планируется потратить|11
165|размере миллиарда|11
166|составила тысячи|11
167|песков заявил|11
168|агентство новости|11
169|результате катастрофы|11
170|середине июля|11
171|принять участие|11
172|задержаны двое|11
