|word|wordcount
0|сообщает риа новости|75
1|риа новости ссылкой|34
2|передает риа новости|27
3|статьи уголовного кодекса|20
4|части статьи уголовного|19
5|правил дорожного движения|18
6|агентство риа новости|17
7|уголовное части статьи|14
8|возбуждено уголовное статье|13
9|россии владимир путин|13
10|различной степени тяжести|12
11|президент россии владимир|12
12|президент украины петр|11
13|нарушение правил дорожного|11
14|сообщает агентство риа|11
15|сообщили риа новости|10
16|ссылкой пресс службу|10
17|украины петр порошенко|10
18|национальной безопасности обороны|9
19|юго западе москвы|9
20|статьи ук рф|9
21|возбуждено уголовное части|9
22|российские фондовые индексы|9
23|сообщает интерфакс ссылкой|8
24|данным риа новости|8
25|ранения различной степени|8
26|юго востоке украины|8
27|сотрудники правоохранительных органов|8
28|начале х годов|8
29|причины катастрофы установлены|8
30|россии дмитрий медведев|8
31|владимир путин заявил|7
32|дата выхода игры|7
33|статье нарушение правил|7
34|сша дональда трампа|7
35|передает итар тасс|7
36|председателя совета директоров|7
37|иранских ядерных разработок|7
38|статье уголовного кодекса|7
39|новости ссылкой пресс|7
40|великой отечественной войны|7
41|квадратных метров жилья|7
42|получили ранения различной|7
43|агентство интерфакс ссылкой|7
44|начале торговой сессии|7
45|министра экономического развития|6
46|сообщает агентство интерфакс|6
47|американские фондовые индексы|6
48|официальный курс доллара|6
49|министр финансов россии|6
50|грузии михаил саакашвили|6
51|интерфакс ссылкой источники|6
52|радиостанция эхо москвы|6
53|инцидент произошел вечером|6
54|говоря проблеме иранских|6
55|интерфакс ссылкой пресс|6
56|миллиардов кубометров газа|6
57|президент россии дмитрий|6
58|месте происшествия работают|6
59|президент сша барак|6
60|проблеме иранских ядерных|6
61|возбуждены уголовные дела|6
62|обязанности главы региона|6
63|части статьи ук|6
64|состоянии алкогольного опьянения|6
65|президента сша дональда|6
66|уголовного кодекса россии|6
67|итар тасс ссылкой|6
68|юго востоке страны|6
69|общую сумму рублей|6
70|новости ссылкой источники|6
71|рублей триллиона рублей|6
72|чемпионата легкой атлетике|6
73|согласно действующему плану|6
74|процента общего количества|6
75|полиция ведет розыск|6
76|сша барак обама|6
77|военнослужащих внутренних войск|6
78|долларов тысячу кубометров|6
79|составе сборной ссср|5
80|представителя счетной палаты|5
81|уголовное факту нарушения|5
82|го тура чемпионата|5
83|данным итар тасс|5
84|тысячи квадратных метров|5
85|гу мвд москве|5
86|дмитрий песков заявил|5
87|федеральной антимонопольной службы|5
88|экономического развития торговли|5
89|миллиона квадратных метров|5
90|падение цен бензин|5
91|церемония награждения лауреатов|5
92|чемпионата россии футболу|5
93|президент грузии михаил|5
94|рассказал риа новости|5
95|уголовного кодекса рф|5
96|сообщает итар тасс|5
97|способны развивать скорость|5
98|уголовное статье нарушение|5
99|агентство итар тасс|5
100|виде лишения свободы|5
101|сообщается официальном сайте|5
102|новости пресс службе|5
103|совета национальной безопасности|5
104|риа новости пресс|5
105|словам представителя счетной|5
106|назвали произошедшее терактом|5
107|агентству риа новости|5
108|рублей квадратный метр|5
109|международного валютного фонда|4
110|власти назвали произошедшее|4
111|течение трех месяцев|4
112|населенного пункта стрелка|4
113|президент рф владимир|4
114|возбуждено части статьи|4
115|михаил саакашвили заявил|4
116|единиц стрелкового оружия|4
117|москве санкт петербурге|4
118|процедура присоединения региона|4
119|плей офф лиги|4
120|котором приняли участие|4
121|возбуждении уголовного дела|4
122|информации риа новости|4
123|рф владимир путин|4
124|самым популярным европейским|4
125|лауреатов намечена ноябрь|4
126|сообщил информационному агентству|4
127|секретарь совета национальной|4
128|площадью квадратных метров|4
129|тур президентских выборов|4
130|франции франсуа олланд|4
131|индекс ммвб вырос|4
132|дорожно транспортного происшествия|4
133|возбуждено уголовное факту|4
134|курс европейской валюты|4
135|легкой атлетике начнется|4
136|уголовное статье терроризм|4
137|федеральной антимонопольной службе|4
138|пресс секретарь российского|4
139|международный олимпийский комитет|4
140|составе национальной команды|4
141|экономика россии сократилась|4
142|информационному агентству риа|4
143|бывший министр финансов|4
144|передает агентство риа|4
145|президента виктора ющенко|4
146|наказание виде лишения|4
147|президент франции франсуа|4
148|исполняющим обязанности главы|4
149|главным тренером сборной|4
150|инцидент произошел четверг|4
151|статьям уголовного кодекса|4
152|лдпр владимир жириновский|4
153|сборная россии хоккею|4
154|премьер министр россии|4
155|передает агентство интерфакс|4
156|министр спорта виталий|4
157|общая длина данного|4
158|составил миллиарда долларов|4
159|тура чемпионата россии|4
160|миллиона фунтов стерлингов|4
161|общая сумма похищенных|4
162|колонии общего режима|4
163|сумму миллиона рублей|4
164|октября стало известно|4
165|вооруженных сил сша|4
166|выборы президента сша|4
167|нарушении правил дорожного|4
168|факту возбуждено уголовное|4
169|проголосовали процента избирателей|4
170|военно воздушных сил|4
171|набрал процента голосов|4
172|инцидент произошел марта|4
173|центральный банк россии|4
174|регулярном чемпионате кхл|4
175|тяжких особо тяжких|4
176|дорожного движения эксплуатации|4
177|явка составила процента|4
178|российский теннисист марат|4
179|общая сумма обязательств|4
180|составила миллиона рублей|4
181|следственного комитета россии|4
182|потребуется миллиардов рублей|4
183|чемпионат легкой атлетике|4
