|word|wordcount
0|результате|3798
1|погибли|3536
2|ранения|3529
3|получили|3524
4|россии|3155
5|аварии|2414
6|объявлен|1884
7|розыск|1883
8|международный|1883
9|взрыва|902
10|введены|644
11|победителем|597
12|ограничения|562
13|олимпийских|547
14|игр|547
15|сообщает|434
16|интерфакс|425
17|россиян|413
18|получила|346
19|сборы|321
20|картины|321
21|планирует|280
22|ввести|265
23|санкции|261
24|пострадал|260
25|нефти|255
26|долларов|239
27|курение|222
28|чемпионом|213
29|право|179
30|перестрелки|179
31|размере|158
32|олимпийским|143
33|атаки|143
34|ввоз|142
35|осужден|140
36|процента|130
37|тонн|129
38|особо|123
39|крупном|123
40|продуктов|120
41|питания|120
42|алкоголя|119
43|продажу|119
44|эксплуатацию|108
45|данным|107
46|катастрофы|104
47|обвинению|99
48|экспорта|99
49|зафиксировано|96
50|действуют|84
51|избран|83
52|въезд|83
53|агентства|83
54|страну|83
55|мошенничестве|82
56|миллиардов|78
57|миллиона|77
58|инфляция|75
59|футболу|73
60|достигла|71
61|здравоохранения|53
62|депутатом|53
63|вопросам|53
64|хоккею|52
65|госдумы|52
66|включая|49
67|тендера|45
68|общего|43
69|мошенничество|41
70|чемпионат|38
71|евро|37
72|топливо|34
73|выиграв|33
74|задержаны|30
75|пошлин|30
76|сборной|27
77|провел|26
78|составе|26
79|добычи|26
80|путиным|26
81|объема|26
82|матчей|26
83|забил|26
84|президентом|26
85|владимиром|26
86|премию|25
87|мячей|21
88|полузащитник|21
89|мяса|21
90|птицы|21
91|землетрясения|20
92|рубежа|20
93|теракта|19
94|введено|19
95|степени|18
96|пройдет|18
97|подано|18
98|различной|18
99|ираке|18
100|тяжести|18
101|числа|17
102|заключила|17
103|бразилии|17
104|мигрантов|17
105|двое|16
106|жилья|15
107|иран|15
108|квадратных|15
109|метров|15
110|су|15
111|грэмми|14
112|составил|13
113|ввп|13
114|ан|12
115|нарушение|12
116|факту|12
117|ук|12
118|рф|12
119|движения|12
120|возбуждено|12
121|статье|12
122|правил|12
123|произошедшего|12
124|уголовное|12
125|оскар|11
126|продукции|11
127|предварительным|10
128|инцидента|10
129|безопасности|10
130|числе|10
131|убийстве|9
132|ребенка|9
133|официальный|9
134|сайт|9
135|войну|9
136|потратить|8
137|тысячи|8
138|отстранен|8
139|полномочий|8
140|поставлять|8
141|должности|8
142|превышении|8
143|принят|8
144|сборная|8
145|области|7
146|губернатора|7
147|форвард|7
148|рублей|7
149|сыграет|7
150|финале|6
151|нба|6
152|матче|6
153|министерства|6
154|дэвиса|6
155|литве|6
156|кубка|6
157|стран|6
158|обороны|6
159|украину|5
160|получил|5
161|жанейро|5
162|отборочного|5
163|де|5
164|отношении|5
165|голов|5
166|ряда|5
167|рио|5
168|чемпионате|5
169|турнира|5
170|сезона|5
171|погиб|4
172|евросоюза|4
173|американских|4
174|первом|4
175|военнослужащих|4
176|издания|4
177|мэром|4
178|занимал|4
179|членов|4
180|составила|4
181|новгорода|4
182|закон|4
183|пары|4
184|ранены|4
185|нижнего|4
186|лиги|4
187|пост|4
188|ранен|3
189|добычу|3
190|европу|3
191|органов|3
192|терактов|3
193|прибывшие|3
194|правоохранительных|3
195|следствия|3
196|президента|3
197|продала|3
198|полицейские|3
199|тела|3
200|вооружение|3
201|сотрудников|3
202|обнаружили|3
203|сша|3
204|эмбарго|3
205|нападавших|2
206|барака|2
207|экспертов|2
208|силу|2
209|лишения|2
210|следственного|2
211|представителя|2
212|дорожного|2
213|августа|2
214|происшествия|2
215|погибших|2
216|оценкам|2
217|обстрелов|2
218|словам|2
219|бюджете|2
220|челси|2
221|обамы|2
222|перешел|2
223|сентября|2
224|пропаганды|2
225|комитета|2
226|запрете|2
227|вступил|2
228|свободы|2
229|снг|2
230|сможет|1
231|экономика|1
232|моста|1
233|россию|1
234|настоящее|1
235|губернатором|1
236|человека|1
237|нападения|1
238|йорк|1
239|сирию|1
240|акций|1
241|поставляться|1
242|войска|1
243|финала|1
244|думы|1
245|задержали|1
246|приговорен|1
247|евровидение|1
248|сборную|1
249|конкурса|1
250|иностранных|1
251|кубометров|1
252|детей|1
253|неизвестного|1
254|включен|1
255|продовольствия|1
256|ресторане|1
257|полиции|1
258|находятся|1
259|пистолет|1
260|нью|1
261|падения|1
262|заключению|1
263|людей|1
264|штата|1
265|норникеля|1
266|министра|1
267|беженцев|1
268|газа|1
269|страны|1
270|государственной|1
271|троих|1
272|пожизненному|1
273|ног|1
274|сформирован|1
275|водителя|1
276|задержан|1
277|компаний|1
278|выплатит|1
279|чемпионов|1
280|грозит|1
281|москве|1
282|самолета|1
283|состоялся|1
284|сообщается|1
285|молодых|1
286|состав|1
287|приговорили|1
288|годам|1
289|выделено|1
290|территории|1
291|францией|1
292|медиа|1
293|обыграла|1
294|выросла|1
295|офисе|1
296|макарова|1
297|ракетных|1
