|word|wordcount
0|россии|1620
1|словам|851
2|результате|828
3|сообщает|805
4|ходе|663
5|настоящее|636
6|погибли|573
7|заявил|566
8|новости|469
9|риа|468
10|данным|462
11|начале|425
12|частности|393
13|происшествия|362
14|сша|353
15|президент|350
16|декабря|340
17|стране|330
18|отметил|326
19|случае|315
20|сайте|283
21|рублей|277
22|долларов|275
23|апреля|267
24|итоге|262
25|владимир|259
26|ссылкой|254
27|путин|254
28|процента|253
29|правоохранительных|252
30|мая|238
31|страны|230
32|пост|222
33|пострадал|219
34|среду|211
35|числе|210
36|территории|209
37|москве|209
38|получили|208
39|органах|206
40|источник|198
41|расследования|194
42|интерфакс|192
43|инцидента|190
44|рф|187
45|решение|186
46|месте|186
47|газпром|181
48|ранения|181
49|произошел|181
50|представителя|178
51|человека|177
52|государства|176
53|является|171
54|ближайшее|171
55|ранее|166
56|сообщается|166
57|арестован|162
58|задержаны|160
59|вынужден|157
60|качестве|156
61|августа|155
62|насчитывается|154
63|июня|152
64|издания|152
65|официальный|149
66|суд|148
67|убиты|146
68|главы|146
69|сайт|146
70|правительство|143
71|сообщалось|143
72|попытках|141
73|украины|140
74|статье|134
75|подписал|133
76|миллиарда|131
77|ведомства|131
78|сможет|128
79|афганистане|128
80|выяснилось|125
81|президента|123
82|уголовное|122
83|миллиардов|121
84|одним|121
85|акций|120
86|москвы|119
87|находились|118
88|обороны|117
89|отношении|115
90|ук|115
91|рынке|114
92|находится|113
93|работают|110
94|принято|108
95|представителей|107
96|мнению|106
97|возбуждено|105
98|взрывов|105
99|указ|105
100|производстве|104
101|намерено|103
102|газа|102
103|течение|102
104|прошел|102
105|покинуть|99
106|признает|99
107|действуют|98
108|удалось|98
109|убийство|98
110|напомним|97
111|объем|97
112|летний|93
113|районе|92
114|дела|91
115|размере|90
116|украине|90
117|пресс|89
118|сборной|89
119|действий|89
120|москву|88
121|пожара|87
122|счет|87
123|средств|86
124|добавил|86
125|президентом|85
126|пройдет|85
127|нового|83
128|составляет|83
129|федерации|82
130|министра|82
131|безопасности|81
132|протяжении|81
133|собирается|80
134|сирии|80
135|виновным|79
136|отмечает|78
137|полиции|78
138|членов|78
139|число|77
140|согласно|77
141|нефти|76
142|последние|76
143|сотрудники|76
144|взрыв|75
145|экипажа|74
146|участие|73
147|задержан|73
148|продано|73
149|увеличить|72
150|следователи|72
151|инцидент|72
152|й|72
153|победы|72
154|крупнейших|72
155|ноября|72
156|стоимость|72
157|чемпионат|71
158|запрете|70
159|намерен|69
160|министр|69
161|министерства|69
162|осужден|69
163|состоянии|68
164|самых|68
165|глава|68
166|некоторых|68
167|назначении|68
168|известно|68
169|голосования|67
170|турнира|67
171|итогам|67
172|ответственность|66
173|путиным|65
174|жилья|65
175|причастности|65
176|столкновений|64
177|выборах|64
178|счетом|64
179|передает|64
180|перешел|63
181|представители|63
182|составила|63
183|суда|63
184|миллиона|62
185|обратиться|62
186|нарушение|62
187|взрыва|62
188|госдуму|62
189|пересмотреть|62
190|нескольких|62
191|страну|61
192|правил|61
193|ведомости|61
194|следствия|61
195|двое|60
196|выборы|60
197|ввп|59
198|власти|59
199|метров|58
200|введении|58
201|произошло|58
202|главного|58
203|украинская|57
204|последнее|57
205|назначен|57
206|стало|57
207|составил|57
208|вина|57
209|компании|56
210|борту|56
211|хоккея|56
212|закон|56
213|нефть|55
214|владимиром|55
215|квадратных|55
216|отказываться|54
217|встреча|54
218|чемпионом|54
219|четверг|54
220|трое|54
221|финале|54
222|завершилась|54
223|донбассе|54
224|задержали|53
225|дискуссии|53
226|милиции|53
227|движения|53
228|следственного|53
229|провел|52
230|московскому|52
231|составе|52
232|прошлой|52
233|комитета|52
234|подмосковья|52
235|городов|52
236|неделе|52
237|включая|52
238|условия|51
239|планов|51
240|детей|51
241|полицией|51
242|евро|51
243|выплату|51
244|респондентов|50
245|новых|50
246|дома|50
247|уголовного|50
248|воскресенье|49
249|очевидцев|49
250|футболу|49
251|операции|48
252|предварительным|48
253|самолета|48
254|встречи|47
255|доказана|47
256|организации|47
257|среди|47
258|выделено|46
259|примера|46
260|франции|46
261|органов|46
262|свободу|46
263|избран|46
264|агентство|46
265|причины|45
266|отмечается|45
267|приняли|45
268|опьянения|45
269|успеха|45
270|стали|45
271|переговоры|44
272|экспертов|44
273|позволит|44
274|травмы|44
275|тонн|44
276|госдумы|44
277|пропаганды|44
278|путину|43
279|референдум|43
280|алкогольного|43
281|премьер|43
282|сессии|42
283|котором|42
284|больницу|42
285|крушения|42
286|заявление|42
287|агентства|42
288|огня|41
289|сообщили|41
290|переговоров|41
291|вынуждены|41
292|санкт|41
293|российских|41
294|введены|41
295|уехал|41
296|газеты|40
297|порошенко|40
298|заявили|40
299|оон|40
300|годы|40
301|торговой|40
302|финансирования|40
303|связи|40
304|властей|40
305|мвд|40
306|годам|40
307|стран|40
308|столкновения|39
309|необходимости|39
310|вооружении|39
311|чемпионов|39
312|принят|39
313|причиной|39
314|петр|39
315|ответ|39
316|совершено|39
317|действовать|38
318|можем|38
319|военнослужащих|38
320|проекта|38
321|находятся|38
322|ограничения|38
323|лиги|38
324|зафиксированы|38
325|тренера|38
326|оппозиции|38
327|прибыли|37
328|совета|37
329|возбуждении|37
330|ущерб|37
331|бишкеке|37
332|смог|37
333|соответствующее|37
334|утром|36
335|продажу|36
336|совершении|36
337|прекращении|36
338|подчеркнул|36
339|устанавливаются|35
340|издание|35
341|информацию|35
342|связано|35
343|июля|35
344|принятия|35
345|хватает|35
346|выиграть|35
347|ситуации|35
348|работает|35
349|россией|35
350|тяжести|35
351|одном|35
352|госпитализированы|35
353|аксессуары|35
354|уходить|34
355|конкурсе|34
356|право|34
357|трамп|34
358|недель|34
359|цен|34
360|службу|34
361|произошедшего|34
362|общий|34
363|направлении|34
364|неизвестном|34
365|наблюдается|34
366|экраны|34
367|застрелен|34
368|росстата|34
369|возрасте|34
370|ясно|34
371|президенту|34
372|рассмотрение|33
373|боя|33
374|тысячи|33
375|проводится|33
376|дивидендов|33
377|возглавлял|32
378|санкции|32
379|степени|32
380|различной|32
381|выйдет|32
382|должны|32
383|составит|32
384|погибших|32
385|газета|31
386|сентября|31
387|обвинил|31
388|украину|31
389|службе|31
390|кандидата|31
391|верховную|31
392|компенсации|31
393|интервью|31
394|дональд|31
395|экономического|31
396|раду|31
397|избирателей|31
398|никаких|31
399|газпрома|30
400|санкций|30
401|результатам|30
402|владимиру|30
403|предложил|30
404|месяцев|30
405|депутатом|30
406|минуте|30
407|обстоятельств|30
408|пассажиров|30
409|создан|30
410|режима|30
411|следующий|30
412|преступлений|30
413|сделал|30
414|возгорания|30
415|прошлого|29
416|откажется|29
417|тюрьмы|29
418|пункта|29
419|композиция|29
420|оценкам|29
421|заседание|29
422|банков|29
423|юго|29
424|основе|29
425|выделить|29
426|полномочий|29
427|марте|29
428|государство|29
429|директора|29
430|убийству|28
431|белого|28
432|программы|28
433|партия|28
434|стоить|28
435|оружия|28
436|установлены|28
437|киеве|28
438|продаж|28
439|барак|28
440|признал|28
441|обама|28
442|готова|28
443|очередь|28
444|добычи|28
445|использованы|27
446|министров|27
447|погиб|27
448|мужчин|27
449|мчс|27
450|удастся|27
451|начался|27
452|боевиков|27
453|бюджета|27
454|защита|27
455|нехватки|26
456|состав|26
457|обамы|26
458|решения|26
459|исламское|26
460|людей|26
461|единая|26
462|кабинета|26
463|использовали|26
464|петербурге|26
465|правам|26
466|группа|26
467|пишет|26
468|команда|26
469|отметила|26
470|избежать|25
471|дмитрий|25
472|рубля|25
473|выборов|25
474|местному|25
475|готов|25
476|приговорен|25
477|барака|25
478|таким|25
479|офисе|25
480|текущем|25
481|приватизации|25
482|первым|25
483|участием|25
484|самым|25
485|покушение|25
486|специалисты|25
487|адвоката|25
488|юкоса|25
489|произошедшее|25
490|утверждают|25
491|образом|25
492|отказаться|25
493|ринг|24
494|последних|24
495|хоккею|24
496|единой|24
497|уточняется|24
498|ряда|24
499|создать|24
500|превышении|24
501|задержанного|24
502|ожидается|24
503|метра|24
504|конфликт|24
505|граждане|24
506|ингушетии|24
507|адрес|23
508|очков|23
509|больнице|23
510|октябре|23
511|втором|23
512|одна|23
513|покупки|23
514|городах|23
515|нападение|23
516|применение|23
517|победой|23
518|гувд|23
519|свободы|23
520|информация|23
521|обвиняют|23
522|говорится|23
523|необходимо|23
524|версии|23
525|рост|23
526|здании|23
527|вечером|23
528|разу|23
529|заместителем|23
530|силу|23
531|стала|23
532|теракта|23
533|годом|23
534|отметили|23
535|лишения|23
536|режим|23
537|дети|23
538|городе|23
539|интерфакса|23
540|проголосовали|23
541|насилия|23
542|источники|23
543|свидетеля|22
544|заседании|22
545|развития|22
546|украиной|22
547|апреле|22
548|контракт|22
549|поводом|22
550|районах|22
551|следственная|22
552|десятков|22
553|компаний|22
554|расследование|22
555|называется|22
556|работал|22
557|контракта|22
558|смогли|22
559|факту|22
560|вооруженный|22
561|ближайших|22
562|прошла|22
563|странах|22
564|ммвб|21
565|слава|21
566|краже|21
567|динамо|21
568|проект|21
569|информации|21
570|визита|21
571|весной|21
572|востоке|21
573|ряде|21
574|декабре|21
575|обстоятельства|21
576|разработку|21
577|массовые|21
578|московском|21
579|следственном|21
580|австралии|21
581|мошенничество|21
582|игра|21
583|сокращении|21
584|медведев|21
585|мероприятий|21
586|успешных|21
587|путина|21
588|крыму|21
589|введен|21
590|идут|21
591|здоровью|21
592|владимира|21
593|полномочиями|20
594|мегафон|20
595|переворота|20
596|запущен|20
597|изоляторе|20
598|снизился|20
599|роста|20
600|председателя|20
601|нефтяных|20
602|ужесточить|20
603|законопроект|20
604|сообщении|20
605|сократится|20
606|квадратного|20
607|экономики|20
608|меры|20
609|пройдут|20
610|наказание|20
611|мера|20
612|вреда|20
613|дорожного|20
614|решается|20
615|кубометров|20
616|оружие|20
617|сильных|20
618|выполнил|20
619|отсутствия|20
620|ввс|20
621|руководством|20
622|эхо|20
623|дня|20
624|управления|20
625|ростелекома|19
626|депутатов|19
627|нанесен|19
628|жертвами|19
629|поддержку|19
630|реализацию|19
631|должности|19
632|катастрофы|19
633|финансов|19
634|сергей|19
635|воздушного|19
636|эксплуатации|19
637|квартире|19
638|прийти|19
639|сбежать|19
640|комментировать|19
641|считаться|19
642|администрации|19
643|чечне|19
644|допроса|19
645|россиян|19
646|чрезвычайной|19
647|области|19
648|одобрило|19
649|звания|19
650|несмотря|19
651|сумму|19
652|видим|19
653|состоится|19
654|образования|19
655|дата|19
656|надеемся|19
657|заключения|19
658|пройти|19
659|происходит|19
660|соглашение|19
661|опроса|18
662|орбиту|18
663|намерении|18
664|инвестиций|18
665|матч|18
666|крупном|18
667|фхр|18
668|занимает|18
669|слова|18
670|июне|18
671|лишен|18
672|период|18
673|проведенного|18
674|редактора|18
675|новостроек|18
676|обсуждении|18
677|использоваться|18
678|отказался|18
679|врачи|18
680|министерство|18
681|особо|18
682|банке|18
683|заседания|18
684|выступил|18
685|регионах|18
686|преступления|18
687|поставки|18
688|мире|18
689|лайнера|18
690|передан|18
691|приговор|18
692|популярных|18
693|ссылаясь|18
694|смерти|18
695|спасатели|18
696|нарушения|18
697|эвакуированы|18
698|первом|18
699|предусматривает|17
700|вопросу|17
701|чемпионата|17
702|причинение|17
703|республики|17
704|второе|17
705|показания|17
706|испании|17
707|иг|17
708|президенты|17
709|зарегистрировано|17
710|коммерсантъ|17
711|доллара|17
712|официальные|17
713|уефа|17
714|вырос|17
715|сократилось|17
716|добавила|17
717|специальная|17
718|пришлось|17
719|жертв|17
720|спасти|17
721|нападения|17
722|права|17
723|сделки|17
724|органы|17
725|реабилитации|17
726|общего|17
727|обстрелян|17
728|трампа|17
729|транзита|17
730|намерена|17
731|работу|17
732|площадь|17
733|комиссия|17
734|ртс|17
735|аварии|17
736|умышленное|17
737|января|17
738|должность|17
739|дональда|17
740|сотни|16
741|цифра|16
742|уточняются|16
743|согласие|16
744|тяжкого|16
745|конца|16
746|хранении|16
747|игры|16
748|таблице|16
749|марта|16
750|планирует|16
751|самолет|16
752|аналогичный|16
753|забил|16
754|житель|16
755|просьбой|16
756|полицейских|16
757|голосов|16
758|находившихся|16
759|госпитализирована|16
760|митинг|16
761|разговора|16
762|попытки|16
763|фоне|16
764|метро|16
765|захвата|16
766|лидеров|16
767|крымско|16
768|прокат|16
769|доставлен|16
770|оценивают|16
771|матчей|16
772|обнаружить|16
773|отказа|16
774|выхода|16
775|тендера|16
776|месторождения|16
777|европу|16
778|контролем|16
779|сравнению|16
780|большинство|16
781|вернется|16
782|заместитель|16
783|сумма|15
784|опубликовано|15
785|париже|15
786|науки|15
787|техники|15
788|розыск|15
789|план|15
790|мошенничестве|15
791|турнирной|15
792|действует|15
793|следить|15
794|постановления|15
795|вооружение|15
796|закону|15
797|наркотиков|15
798|нью|15
799|мид|15
800|специальную|15
801|таиланде|15
802|матче|15
803|экономика|15
804|правления|15
805|командиров|15
806|полевых|15
807|международный|15
808|изделия|15
809|запрещена|15
810|ответственности|15
811|рейтинге|15
812|целом|15
813|взяла|15
814|арсений|15
815|представил|15
816|обнаружили|15
817|яценюк|15
818|сборную|15
819|приговорены|15
820|рассмотрению|15
821|обамой|15
822|бараком|15
823|повлияет|15
824|представлять|15
825|отпустили|15
826|ветра|15
827|подозреваемых|15
828|выиграл|15
829|посадку|15
830|остальные|15
831|землетрясения|15
832|региона|15
833|участвовать|15
834|турции|15
835|проходит|14
836|повысить|14
837|удален|14
838|зенита|14
839|фильм|14
840|соревнований|14
841|преступлению|14
842|присоединения|14
843|встрече|14
844|протесты|14
845|знает|14
846|проходили|14
847|неделю|14
848|приводит|14
849|уполномоченного|14
850|убийстве|14
851|убит|14
852|сложности|14
853|въезда|14
854|грузии|14
855|евровидение|14
856|изначально|14
857|поступало|14
858|россию|14
859|терактов|14
860|йорке|14
861|исполнять|14
862|ввести|14
863|отечественной|14
864|часов|14
865|партии|14
866|подписей|14
867|аренду|14
868|веществ|14
869|правозащитников|14
870|принять|14
871|предполагается|14
872|средства|14
873|вето|14
874|газете|14
875|великой|14
876|полномочия|14
877|визового|14
878|случаях|14
879|торгов|14
880|возможность|14
881|пользу|14
882|построен|14
883|пожарных|14
884|расположен|14
885|минут|14
886|регионов|14
887|прошлом|14
888|получил|14
889|обязанности|14
890|совершить|14
891|релизе|14
892|официальном|14
893|процедура|14
894|хотим|13
895|закона|13
896|местный|13
897|скорость|13
898|источника|13
899|войне|13
900|пожар|13
901|госпитализирован|13
902|грозит|13
903|компенсаций|13
904|выделении|13
905|пунктов|13
906|распоряжение|13
907|родину|13
908|тюрьме|13
909|внесены|13
910|отставку|13
911|компания|13
912|сотрудников|13
913|героя|13
914|покидать|13
915|покупке|13
916|группировка|13
917|критикой|13
918|находилось|13
919|заплатить|13
920|взрывчатых|13
921|причинах|13
922|подписали|13
923|белоруссии|13
924|хозяев|13
925|деятельности|13
926|подробности|13
927|мужчина|13
928|бывший|13
929|вызвало|13
930|принял|13
931|курс|13
932|внимания|13
933|отпущен|13
934|проверки|13
935|потратить|13
936|количества|13
937|общей|13
938|произошли|13
939|города|13
940|округе|13
941|автономном|13
942|сильного|13
943|единиц|13
944|просила|13
945|основным|13
946|ввоз|12
947|герман|12
948|вину|12
949|создания|12
950|стоят|12
951|оказались|12
952|аэрофлота|12
953|греф|12
954|директоров|12
955|виде|12
956|создано|12
957|гостинице|12
958|море|12
959|залог|12
960|предполагалось|12
961|произойдет|12
962|размещенном|12
963|причина|12
964|хищение|12
965|мяса|12
966|японии|12
967|документов|12
968|способен|12
969|ракета|12
970|пространства|12
971|правоохранительные|12
972|колонии|12
973|обнаружено|12
974|дефицит|12
975|общая|12
976|сотрудничества|12
977|международного|12
978|соответствии|12
979|уточнил|12
980|видео|12
981|ключевых|12
982|условий|12
983|лавров|12
984|падения|12
985|владельцем|12
986|полугодии|12
987|магнитудой|12
988|контроль|12
989|помощи|12
990|построить|12
991|разногласий|12
992|составят|12
993|площадке|12
994|минэкономразвития|12
995|задолженности|12
996|аль|12
997|строгого|12
998|птицы|12
999|михаил|12
1000|запасы|12
1001|считают|12
1002|западе|12
1003|делу|12
1004|петербурга|12
1005|задержания|12
1006|составлен|12
1007|обвинение|12
1008|игроком|12
1009|крым|12
1010|выручка|12
1011|количество|12
1012|возвращаться|11
1013|средняя|11
1014|выросла|11
1015|поставке|11
1016|требований|11
1017|населения|11
1018|ядерного|11
1019|сообщил|11
1020|настаивать|11
1021|аэропорту|11
1022|судна|11
1023|крыма|11
1024|невыезде|11
1025|созданием|11
1026|германии|11
1027|турция|11
1028|произошла|11
1029|переговорах|11
1030|незаконном|11
1031|личности|11
1032|спрос|11
1033|аналитиков|11
1034|эффективность|11
1035|осуждены|11
1036|удостоен|11
1037|повлекшее|11
1038|нормам|11
1039|копий|11
1040|внутренних|11
1041|получила|11
1042|протоколы|11
1043|индекс|11
1044|переехал|11
1045|республиканцев|11
1046|спустя|11
1047|подзащитный|11
1048|расчетов|11
1049|перестрелки|11
1050|войны|11
1051|продолжалась|11
1052|вымпелком|11
1053|жертвой|11
1054|покушении|11
1055|уступила|11
1056|денег|11
1057|происходить|11
1058|эрдоган|11
1059|рамках|11
1060|участником|11
1061|реджеп|11
1062|обязательства|11
1063|комиссию|11
1064|банк|11
1065|статусе|11
1066|вышла|11
1067|соответствовала|11
1068|минутах|11
1069|заключил|11
1070|злоупотреблении|11
1071|взял|11
1072|офисных|11
1073|режиме|11
1074|региону|11
1075|планируется|11
1076|тайип|11
1077|минфина|11
1078|изменения|11
1079|занимал|11
1080|стоит|11
1081|школы|11
1082|сделано|11
1083|вошел|10
1084|ответил|10
1085|законопроекта|10
1086|объявлен|10
1087|предложения|10
1088|научные|10
1089|гу|10
1090|изъяты|10
1091|машину|10
1092|опубликованном|10
1093|шпионаже|10
1094|километров|10
1095|аналогичным|10
1096|пропал|10
1097|террористов|10
1098|суде|10
1099|оперативно|10
1100|германия|10
1101|премьера|10
1102|проверок|10
1103|съемки|10
1104|периодом|10
1105|закрыт|10
1106|прокуратура|10
1107|саакашвили|10
1108|объема|10
1109|россиянин|10
1110|убийства|10
1111|главой|10
1112|пожаров|10
1113|набрать|10
1114|выясняются|10
1115|направлена|10
1116|сообщение|10
1117|использовать|10
1118|росту|10
1119|двумя|10
1120|отказались|10
1121|возмущение|10
1122|начнутся|10
1123|административные|10
1124|тела|10
1125|поставку|10
1126|набрала|10
1127|границе|10
1128|корт|10
1129|продаже|10
1130|участников|10
1131|активе|10
1132|просьбу|10
1133|нефтяной|10
1134|бизнесменов|10
1135|государственных|10
1136|советником|10
1137|тасс|10
1138|акционеров|10
1139|счету|10
1140|состояние|10
1141|проверка|10
1142|кхл|10
1143|идею|10
1144|киев|10
1145|поток|10
1146|государств|10
1147|производиться|10
1148|протеста|10
1149|тело|10
1150|госсовета|10
1151|которую|10
1152|получены|10
1153|интересы|10
1154|проживает|10
1155|столице|10
1156|присвоении|10
1157|планировалось|10
1158|пострадали|10
1159|культуры|10
1160|саммите|10
1161|конституцию|10
1162|землетрясение|10
1163|срокам|10
1164|целях|10
1165|обыска|10
1166|вести|10
1167|внесен|10
1168|бытового|10
1169|содержится|10
1170|прибыль|10
1171|представляющий|9
1172|уголовной|9
1173|объявлено|9
1174|террористическая|9
1175|погодных|9
1176|лицензию|9
1177|регионального|9
1178|проведения|9
1179|мнение|9
1180|домой|9
1181|пропустит|9
1182|совет|9
1183|лица|9
1184|бывшего|9
1185|заложников|9
1186|банка|9
1187|имеют|9
1188|роснефть|9
1189|конфликта|9
1190|президиума|9
1191|кандидатуру|9
1192|путешественников|9
1193|опросов|9
1194|правило|9
1195|строительства|9
1196|ирана|9
1197|защиты|9
1198|ираке|9
1199|нетрезвом|9
1200|угрожает|9
1201|контрабанде|9
1202|иностранных|9
1203|уровня|9
1204|вынесен|9
1205|вооружений|9
1206|правительства|9
1207|различным|9
1208|определенные|9
1209|необходимые|9
1210|долга|9
1211|состоять|9
1212|обороте|9
1213|теракту|9
1214|триллиона|9
1215|мебели|9
1216|сил|9
1217|появилось|9
1218|сказано|9
1219|строчке|9
1220|хочет|9
1221|манчестер|9
1222|местной|9
1223|бои|9
1224|видит|9
1225|плохих|9
1226|понадобится|9
1227|срок|9
1228|попытались|9
1229|заместителя|9
1230|вскоре|9
1231|соглашения|9
1232|погашения|9
1233|точная|9
1234|спецоперации|9
1235|игроков|9
1236|чубайса|9
1237|недвижимости|9
1238|площадей|9
1239|боевики|9
1240|регулятора|9
1241|референдума|9
1242|радиостанции|9
1243|отношения|9
1244|израиля|9
1245|сделка|9
1246|размещены|9
1247|выехали|9
1248|открыть|9
1249|развитие|9
1250|предоставить|9
1251|доля|9
1252|резолюции|9
1253|анатолия|9
1254|заявлений|9
1255|смерть|9
1256|каддафи|8
1257|заявила|8
1258|успел|8
1259|эксперты|8
1260|больших|8
1261|авторов|8
1262|транспорта|8
1263|приняло|8
1264|испытания|8
1265|завершена|8
1266|численность|8
1267|считает|8
1268|деревне|8
1269|получать|8
1270|обвинению|8
1271|отметим|8
1272|сохранить|8
1273|заметил|8
1274|вырастет|8
1275|покупку|8
1276|транш|8
1277|зерна|8
1278|кредита|8
1279|неизвестна|8
1280|соответствующий|8
1281|подсудимых|8
1282|банкротстве|8
1283|являются|8
1284|российская|8
1285|дэвиса|8
1286|великобритании|8
1287|премии|8
1288|исключил|8
1289|справедливой|8
1290|юнайтед|8
1291|составить|8
1292|крупных|8
1293|список|8
1294|канады|8
1295|сутки|8
1296|выполнять|8
1297|рекордные|8
1298|запустила|8
1299|ранены|8
1300|цена|8
1301|мер|8
1302|призналась|8
1303|возбудила|8
1304|территорию|8
1305|закрыта|8
1306|участия|8
1307|переговорам|8
1308|первого|8
1309|подписан|8
1310|подал|8
1311|интересов|8
1312|начались|8
1313|атаку|8
1314|полуострова|8
1315|тура|8
1316|ес|8
1317|доходы|8
1318|достижения|8
1319|базе|8
1320|последним|8
1321|слияние|8
1322|летнего|8
1323|сибнефти|8
1324|нафтогаз|8
1325|снизить|8
1326|победа|8
1327|неприкосновенности|8
1328|исследования|8
1329|телеканалу|8
1330|персонажей|8
1331|освободить|8
1332|передать|8
1333|потерпел|8
1334|условием|8
1335|квартале|8
1336|думал|8
1337|южный|8
1338|прокуратуры|8
1339|клуб|8
1340|боевых|8
1341|иск|8
1342|проблем|8
1343|морозов|8
1344|полетов|8
1345|протокол|8
1346|спартак|8
1347|необходимого|8
1348|кризиса|8
1349|бюджетных|8
1350|известны|8
1351|опрошенных|8
1352|организатора|8
1353|отозвал|8
1354|скр|8
1355|покончил|8
1356|подозрению|8
1357|подписку|8
1358|получит|8
1359|скорее|8
1360|четырем|8
1361|прокомментировали|8
1362|капитала|8
1363|положения|8
1364|вертолета|8
1365|приговорил|8
1366|неосторожности|8
1367|го|7
1368|ученых|7
1369|подтвердили|7
1370|вторичном|7
1371|ставка|7
1372|молодым|7
1373|месяц|7
1374|направлено|7
1375|проверку|7
1376|октября|7
1377|полицейские|7
1378|домов|7
1379|сотен|7
1380|донецкой|7
1381|списке|7
1382|послужил|7
1383|выполнить|7
1384|погибшего|7
1385|игрока|7
1386|строй|7
1387|выведены|7
1388|класса|7
1389|этапа|7
1390|беспорядки|7
1391|су|7
1392|желания|7
1393|въезд|7
1394|януковича|7
1395|блоге|7
1396|запросу|7
1397|оценивается|7
1398|отставки|7
1399|вины|7
1400|должна|7
1401|заявлял|7
1402|иском|7
1403|возглавил|7
1404|дни|7
1405|дефицита|7
1406|газ|7
1407|понедельник|7
1408|края|7
1409|доллар|7
1410|генпрокуратуру|7
1411|мирного|7
1412|авария|7
1413|преддверии|7
1414|службы|7
1415|автомобиле|7
1416|момент|7
1417|договорились|7
1418|тимошенко|7
1419|неизвестны|7
1420|налог|7
1421|легкой|7
1422|наводнения|7
1423|систему|7
1424|увеличился|7
1425|уголовных|7
1426|представителями|7
1427|кубка|7
1428|потребителей|7
1429|противоракетной|7
1430|обыск|7
1431|проживают|7
1432|вступлении|7
1433|носитель|7
1434|действие|7
1435|сделку|7
1436|комментариев|7
1437|атлетике|7
1438|работе|7
1439|экспорт|7
1440|обратился|7
1441|мероприятии|7
1442|хищении|7
1443|ввели|7
1444|занимать|7
1445|возвращался|7
1446|мэром|7
1447|ядерных|7
1448|добиться|7
1449|золотой|7
1450|пенальти|7
1451|обеспечения|7
1452|реконструкцию|7
1453|доставлены|7
1454|заркави|7
1455|прорваться|7
1456|документе|7
1457|руководства|7
1458|осуществления|7
1459|дорогих|7
1460|скорой|7
1461|руководители|7
1462|одесской|7
1463|сотрудник|7
1464|случившееся|7
1465|свыше|7
1466|одобрен|7
1467|доказательств|7
